name	skill_level	skill_type	skill_type2	buff_type	require_class_knight	require_class_archer	require_class_wizard	require_class_berserker	require_class_hunter	require_class_sorcerer	require_class_assassin	require_class_ranger	require_class_elementaler	require_class_slayer	require_class_scouter	require_class_summoner	require_level	require_point	damage_a	damage_magic	damage_water	damage_air	damage_earth	damage_fire	damage_poison	damage_ice	damage_thunder	damage_c	damage_a_PERCENT	damage_magic_PERCENT	damage_water_PERCENT	damage_air_PERCENT	damage_earth_PERCENT	damage_fire_PERCENT	damage_poison_PERCENT	damage_ice_PERCENT	damage_thunder_PERCENT	damage_c_PERCENT	resist_a	cost_hp	cost_mp	cost_sp	cost_arrow	endskill_cost_hp		cast_time	recast_time	semi_recast_time	duration	interval	show damage	range	area_r	area_f1	area_f2	dot_dmg_a	dot_dmg_magic	dot_dmg_water	dot_dmg_air	dot_dmg_earth	dot_dmg_fire	dot_dmg_poison	dot_dmg_ice	dot_dmg_thunder	dot_dmg_a_PERCENT	dot_dmg_magic_PERCENT	dot_dmg_water_PERCENT	dot_dmg_air_PERCENT	dot_dmg_earth_PERCENT	dot_dmg_fire_PERCENT	dot_dmg_poison_PERCENT	dot_dmg_ice_PERCENT	dot_dmg_thunder_PERCENT	move_distance	reflect_max	defense_max	reflect_con	defense_con	damage_shield	counter_up	counter_reduce	hot	dmg_adjust	dmg_show_divide	hp_recovery	mp_recovery	sp_recovery	warrior_lev	change_monster	block_point	stun_time	critical	skill_range	skill_rate	damage_convert_hp	damage_convert_mp	regen_hp	regen_mp	charge_1	charge_2	charge_3	aggrodoll_hp	dot_damage_time	cost_mp_decrease	cast_time_decrease	skill_levelup	mp_convert_hp	death	skill_cost	skill_upgrade_cost	skill_classify_id	skill_classify_level	velocity	summons_tid	creature_tid	additional_skilltid	additional_duration	max_target_num	limit_quantity	bonus_exp	bonus_money	bonus_drop_rate	ea_damage_physical	ea_damage_magic	ea_damage_water	ea_damage_air	ea_damage_earth	ea_damage_fire	ea_damage_poison	ea_damage_ice	ea_damage_thunder	ea_damage_c	ea_damage_physical_PERCENT	ea_damage_magic_PERCENT	ea_damage_water_PERCENT	ea_damage_air_PERCENT	ea_damage_earth_PERCENT	ea_damage_fire_PERCENT	ea_damage_poison_PERCENT	ea_damage_ice_PERCENT	ea_damage_thunder_PERCENT	ea_damage_c_PERCENT	FACTOR_POINT	con	str	int	dex	cha	wis	movement	hp	mp	sp	ap	agro	max_hp	max_mp	max_sp	atk_speed	atk_range	skill_cast	skill_delay	hit_rate	evade_rate	dodge_rate	dmg_min_physical	dmg_min_magic	dmg_min_water	dmg_min_air	dmg_min_earth	dmg_min_fire	dmg_min_poison	dmg_min_ice	dmg_min_thunder	dmg_max_physical	dmg_max_magic	dmg_max_water	dmg_max_air	dmg_max_earth	dmg_max_fire	dmg_max_poison	dmg_max_ice	dmg_max_thunder	def_point_physical	def_point_magic	def_point_water	def_point_air	def_point_earth	def_point_fire	def_point_poison	def_point_ice	def_point_thunder	physical_resistance	physical_block	skill_block	FACTOR_PERCENT	con	str	int	dex	cha	wis	movement	hp	mp	sp	ap	agro	max_hp	max_mp	max_sp	atk_speed	atk_range	skill_cast	skill_delay	hit_rate	evade_rate	dodge_rate	dmg_min_physical	dmg_min_magic	dmg_min_water	dmg_min_air	dmg_min_earth	dmg_min_fire	dmg_min_poison	dmg_min_ice	dmg_min_thunder	dmg_max_physical	dmg_max_magic	dmg_max_water	dmg_max_air	dmg_max_earth	dmg_max_fire	dmg_max_poison	dmg_max_ice	dmg_max_thunder	def_point_physical	def_point_magic	def_point_water	def_point_air	def_point_earth	def_point_fire	def_point_poison	def_point_ice	def_point_thunder	physical_resistance	skill_block	FACTOR_MAGNIFY	movement	atk_speed
<BOSS><발러>스킬	1	0																	20					70																					3090	3090	6000					30		30	30																																																																																																																																																																																																			
<BOSS><발러>스킬2	1	0																	20					70																					4333	4333	6000					30		30	30																																																																																																																																																																																																			
<BOSS><발러>스킬3	1	0																	20					70																					3650	3650	6000					30	30																																																																																																																																																																																																					
<BOSS><암브로드>스킬	1	0																	20				73																						2720	2720	6000					8	5																																																																																																																																																																																																					
<BOSS><레퀴메스왕>스킬	1	0																	20			75																							3560	3560	6000					5	10																																																																																																																																																																																																					
<BOSS><미스터리오>플레그 오브 소브	1	0																	20	74																									1500	1500	6000					3	8																																																																																																																																																																																																					
<BOSS><타라>플레그 오브 맥스	1	0																	20	74																									2980	2980	6000					3	10																																																																																																																																																																																																					
<BOSS><스파르타>스파르탄 트레이닝	1	0																	20						54																				3430	3430	6000					12	6																																																																																																																																																																																																					
<BOSS><모르타르>콥스 밀러	1	0																	20					59																					2320	2320	6000					8	8																																																																																																																																																																																																					
<BOSS><아만토르그>풀 스로틀	1	0																	20				68																						2040	2040	6000					8	8																																																																																																																																																																																																					
<BOSS><코볼트 흑마법사>브레인 블리자드	1	0																	20							45																			3280	3280	6000					9		9	5																																																																																																																																																																																																			
<BOSS><페이트 인섹트>스킬1	1	0																	20			80																							2330	2330	6000					20		20	4																																																																																																																																																																																																			
<BOSS><페이트 인섹트>스킬2	1	0																	20			80																							1790	1790	6000					10	6																																																																																																																																																																																																					
<BOSS><페이트 인섹트>스킬3	1	0																	20			80																							2190	2190	6000					15	15																																																																																																																																																																																																					
<MOB>마법정령스킬	1																																																4000																																													20																																																																																																																																																												
	2																																																4500																																													24																																																																																																																																																												
	3																																																5000																																													28																																																																																																																																																												
	4																																																5500																																													32																																																																																																																																																												
	5																																																6000																																													36																																																																																																																																																												
	6																																																6500																																													40																																																																																																																																																												
	7																																																7000																																													44																																																																																																																																																												
	8																																																7500																																													48																																																																																																																																																												
	9																																																8000																																													52																																																																																																																																																												
	10																																																8500																																													56																																																																																																																																																												
<MOB>물정령스킬	1																																																4000																																													20																																																																																																																						-15																																						
	2																																																4500																																													24																																																																																																																						-17																																						
	3																																																5000																																													28																																																																																																																						-19																																						
	4																																																5500																																													32																																																																																																																						-21																																						
	5																																																6000																																													36																																																																																																																						-23																																						
	6																																																6500																																													40																																																																																																																						-25																																						
	7																																																7000																																													44																																																																																																																						-25																																						
	8																																																7500																																													48																																																																																																																						-25																																						
	9																																																8000																																													52																																																																																																																						-25																																						
	10																																																8500																																													56																																																																																																																						-25																																						
<MOB>공기정령스킬	1																																																4000																																													20																																																																					-10																																																																																							
	2																																																4500																																													24																																																																					-12																																																																																							
	3																																																5000																																													28																																																																					-14																																																																																							
	4																																																5500																																													32																																																																					-16																																																																																							
	5																																																6000																																													36																																																																					-18																																																																																							
	6																																																6500																																													40																																																																					-20																																																																																							
	7																																																7000																																													44																																																																					-22																																																																																							
	8																																																7500																																													48																																																																					-24																																																																																							
	9																																																8000																																													52																																																																					-26																																																																																							
	10																																																8500																																													56																																																																					-28																																																																																							
<MOB>땅정령스킬	1																																																4000																																													20																																																																																										-10																																																																		
	2																																																4500																																													24																																																																																										-12																																																																		
	3																																																5000																																													28																																																																																										-14																																																																		
	4																																																5500																																													32																																																																																										-16																																																																		
	5																																																6000																																													36																																																																																										-18																																																																		
	6																																																6500																																													40																																																																																										-20																																																																		
	7																																																7000																																													44																																																																																										-22																																																																		
	8																																																7500																																													48																																																																																										-24																																																																		
	9																																																8000																																													52																																																																																										-26																																																																		
	10																																																8500																																													56																																																																																										-28																																																																		
<MOB>불정령스킬	1																																																6000												10																																	20									3000																																																																																																																																																			
	2																																																9000												13																																	24									3000																																																																																																																																																			
	3																																																12000												16																																	28									3000																																																																																																																																																			
	4																																																15000												19																																	32									3000																																																																																																																																																			
	5																																																18000												22																																	36									3000																																																																																																																																																			
	6																																																21000												25																																	40									3000																																																																																																																																																			
	7																																																21000												28																																	44									3000																																																																																																																																																			
	8																																																21000												31																																	48									3000																																																																																																																																																			
	9																																																21000												34																																	52									3000																																																																																																																																																			
	10																																																21000												37																																	56									3000																																																																																																																																																			
<MOB>독정령스킬	1																																																4000													18																																20									2000																																																																																																																																																			
	2																																																6000													20																																24									2000																																																																																																																																																			
	3																																																8000													22																																28									2000																																																																																																																																																			
	4																																																10000													24																																32									2000																																																																																																																																																			
	5																																																12000													26																																36									2000																																																																																																																																																			
	6																																																14000													28																																40									2000																																																																																																																																																			
	7																																																14000													30																																44									2000																																																																																																																																																			
	8																																																14000													32																																48									2000																																																																																																																																																			
	9																																																14000													34																																52									2000																																																																																																																																																			
	10																																																14000													36																																56									2000																																																																																																																																																			
<MOB>얼음정령스킬	1																																																4000																																													20																																																																																																													-15																																															
	2																																																4500																																													24																																																																																																													-17																																															
	3																																																5000																																													28																																																																																																													-19																																															
	4																																																5500																																													32																																																																																																													-21																																															
	5																																																6000																																													36																																																																																																													-23																																															
	6																																																6500																																													40																																																																																																													-25																																															
	7																																																7000																																													44																																																																																																													-27																																															
	8																																																7500																																													48																																																																																																													-29																																															
	9																																																8000																																													52																																																																																																													-29																																															
	10																																																8500																																													56																																																																																																													-29																																															
<MOB>번개정령스킬	1																																																																																										4000			20																																																																																																																																																												
	2																																																																																										4000			24																																																																																																																																																												
	3																																																																																										4000			28																																																																																																																																																												
	4																																																																																										4000			32																																																																																																																																																												
	5																																																																																										4000			36																																																																																																																																																												
	6																																																																																										4000			40																																																																																																																																																												
	7																																																																																										4000			44																																																																																																																																																												
	8																																																																																										4000			48																																																																																																																																																												
	9																																																																																										4000			52																																																																																																																																																												
	10																																																																																										4000			56																																																																																																																																																												
무적상태	1	0		0	1	1	1	1	1	1	1	1	1	1	1	1	1	1																															20000																																																																																																																																																																																																									
<소환>라이트닝 트랩<추가효과>	1																																																																																																																																																																																																																																																									
<MOB>마법정령스킬<추가효과>	1																																																																																																																																																																																																																																																									
<MOB>물정령스킬<추가효과>	1																																																																																																																																																																																																																																																									
<MOB>공기정령스킬<추가효과>	1																																																																																																																																																																																																																																																									
<MOB>땅정령스킬<추가효과>	1																																																																																																																																																																																																																																																									
<MOB>불정령스킬<추가효과>	1																																																																																																																																																																																																																																																									
<MOB>독정령스킬<추가효과>	1																																																																																																																																																																																																																																																									
<MOB>얼음정령스킬<추가효과>	1																																																																																																																																																																																																																																																									
<MOB>번개정령스킬<추가효과>	1																																																																																																																																																																																																																																																									
헬 바운드	1	0	1									1					4	1											170												10		1		2000	2000	7000	2000				20																																																									80				2000																																																																																																																																									
	2	0	1									1					7	1											180												15		1		2000	2000	7000	2000				20																																																										480			2000																																																																																																																																									
	3	0	1									1					10	1											190												20		1		2000	2000	7000	2000				20																																																										1440			2000																																																																																																																																									
	4	0	1									1					13	1											200												25		1		2000	2000	7000	2000				20																																																										2880			2000																																																																																																																																									
	5	0	1									1					16	1											210												30		1		2000	2000	7000	2000				20																																																										4800			2000																																																																																																																																									
	6	0	1									1					19	1											220												35		1		2000	2000	7000	2000				20																																																													2000																																																																																																																																									
	7	0	1									1					22	1											230												40		1		2000	2000	7000	2000				20																																																													2000																																																																																																																																									
	8	0	1									1					25	1											240												45		1		2000	2000	7000	2000				20																																																													2000																																																																																																																																									
	9	0	1									1					28	1											250												50		1		2000	2000	7000	2000				20																																																													2000																																																																																																																																									
	10	0	1									1					31	1											260												55		1		2000	2000	7000	2000				20																																																													2000																																																																																																																																									
스피어 애로우	1	0	1									1					10	1											180												20		1		2000	2000	7000	2000				20		20	3																																																						480				2000																																																																																																																																									
	2	0	1									1					13	1											190												25		1		2000	2000	7000	2000				20		20	3																																																							1440			2000																																																																																																																																									
	3	0	1									1					16	1											200												30		1		2000	2000	7000	2000				20		20	3																																																							2880			2000																																																																																																																																									
	4	0	1									1					19	1											210												35		1		2000	2000	7000	2000				20		20	3																																																							6400			2000																																																																																																																																									
	5	0	1									1					22	1											220												40		1		2000	2000	7000	2000				20		20	3																																																							12000			2000																																																																																																																																									
	6	0	1									1					25	1											230												45		1		2000	2000	7000	2000				20		20	3																																																										2000																																																																																																																																									
	7	0	1									1					28	1											240												50		1		2000	2000	7000	2000				20		20	3																																																										2000																																																																																																																																									
	8	0	1									1					31	1											250												55		1		2000	2000	7000	2000				20		20	3																																																										2000																																																																																																																																									
	9	0	1									1					34	1											260												60		1		2000	2000	7000	2000				20		20	3																																																										2000																																																																																																																																									
	10	0	1									1					37	1											270												65		1		2000	2000	7000	2000				20		20	3																																																										2000																																																																																																																																									
트루 임펙트	1	0	1									1					10	1											240			110									20		1		2000	2000	7000	2000	8000			12																																																									480				2000																																																-10																																																																																									
	2	0	1									1					13	1											250			115									25		1		2000	2000	7000	2000	10000			12																																																										1440			2000																																																-14																																																																																									
	3	0	1									1					16	1											260			120									30		1		2000	2000	7000	2000	12000			12																																																										2880			2000																																																-18																																																																																									
	4	0	1									1					19	1											270			125									35		1		2000	2000	7000	2000	14000			12																																																										6400			2000																																																-22																																																																																									
	5	0	1									1					22	1											280			130									40		1		2000	2000	7000	2000	16000			12																																																										12000			2000																																																-26																																																																																									
	6	0	1									1					25	1											290			135									45		1		2000	2000	7000	2000	18000			12																																																													2000																																																-26																																																																																									
	7	0	1									1					28	1											300			140									50		1		2000	2000	7000	2000	20000			12																																																													2000																																																-26																																																																																									
	8	0	1									1					31	1											310			145									55		1		2000	2000	7000	2000	22000			12																																																													2000																																																-26																																																																																									
	9	0	1									1					34	1											320			150									60		1		2000	2000	7000	2000	24000			12																																																													2000																																																-26																																																																																									
	10	0	1									1					37	1											330			155									65		1		2000	2000	7000	2000	26000			12																																																													2000																																																-26																																																																																									
점핑 샷	1	0	1									1					16	1											240												30		1		2300	2300	7300	2300				20																																																									960				2000																																																																																																																																									
	2	0	1									1					19	1											250												35		1		2300	2300	7300	2300				20																																																										3200			2000																																																																																																																																									
	3	0	1									1					22	1											260												40		1		2300	2300	7300	2300				20																																																										7200			2000																																																																																																																																									
	4	0	1									1					25	1											270												45		1		2300	2300	7300	2300				20																																																										12800			2000																																																																																																																																									
	5	0	1									1					28	1											280												50		1		2300	2300	7300	2300				20																																																										28000			2000																																																																																																																																									
	6	0	1									1					31	1											290												55		1		2300	2300	7300	2300				20																																																													2000																																																																																																																																									
	7	0	1									1					34	1											300												60		1		2300	2300	7300	2300				20																																																													2000																																																																																																																																									
	8	0	1									1					37	1											310												65		1		2300	2300	7300	2300				20																																																													2000																																																																																																																																									
	9	0	1									1					40	1											320												70		1		2300	2300	7300	2300				20																																																													2000																																																																																																																																									
	10	0	1									1					43	1											330												75		1		2300	2300	7300	2300				20																																																													2000																																																																																																																																									
체인 리액션	1	0	1									1					22	1											230												40		1		2300	2300	7300	2300	8000			20																																																									2400																																																																																														-15									-15																																						
	2	0	1									1					25	1											240												45		1		2300	2300	7300	2300	10000			20																																																										6400																																																																																													-20									-20																																						
	3	0	1									1					28	1											250												50		1		2300	2300	7300	2300	12000			20																																																										16800																																																																																													-25									-25																																						
	4	0	1									1					31	1											260												55		1		2300	2300	7300	2300	14000			20																																																										32000																																																																																													-30									-30																																						
	5	0	1									1					34	1											270												60		1		2300	2300	7300	2300	16000			20																																																										80000																																																																																													-35									-35																																						
	6	0	1									1					37	1											280												65		1		2300	2300	7300	2300	18000			20																																																																																																																																																							-40									-40																																						
	7	0	1									1					40	1											290												70		1		2300	2300	7300	2300	20000			20																																																																																																																																																							-45									-45																																						
	8	0	1									1					43	1											300												75		1		2300	2300	7300	2300	22000			20																																																																																																																																																							-50									-50																																						
	9	0	1									1					46	1											310												80		1		2300	2300	7300	2300	24000			20																																																																																																																																																							-55									-55																																						
	10	0	1									1					49	1											320												85		1		2300	2300	7300	2300	26000			20																																																																																																																																																							-60									-60																																						
멀티 스트라이크	1	0	1									1					22	1											200												40				2000	2000	7000	2000				20		12	8																																																						2400									6																																																																																																																																				
	2	0	1									1					25	1											210												45				2000	2000	7000	2000				20		12	8																																																							6400								10																																																																																																																																				
	3	0	1									1					28	1											220												50				2000	2000	7000	2000				20		12	8																																																							16800								14																																																																																																																																				
	4	0	1									1					31	1											230												55				2000	2000	7000	2000				20		12	8																																																							32000								18																																																																																																																																				
	5	0	1									1					34	1											240												60				2000	2000	7000	2000				20		12	8																																																							80000								22																																																																																																																																				
	6	0	1									1					37	1											250												65				2000	2000	7000	2000				20		12	8																																																															26																																																																																																																																				
	7	0	1									1					40	1											260												70				2000	2000	7000	2000				20		12	8																																																															30																																																																																																																																				
	8	0	1									1					43	1											270												75				2000	2000	7000	2000				20		12	8																																																															34																																																																																																																																				
