TID	ItemName	Level	SuitableLevelMin	SuitableLevelMax	Class	Race	Gender	Type	SubType	BoundType	EventItem	PCBang Only	Villain Only	GroupID	DropRate	DropRank	font color	Spirit Type	NPC Price	PC Price	Stack	Hand	Rank	DUR	MinSocket	MaxSocket	MinOption	MaxOption	ATK Range	ATK Speed	Physical_Min_Damage	Physical_Max_Damage	Magic_Min_Damage	Water_Min_Damage	Fire_Min_Damage	Earth_Min_Damage	Air_Min_Damage	Poison_Min_Damage	Ice_Min_Damage	Linghtning_Min_Damage	Magic_Max_Damage	Water_Max_Damage	Fire_Max_Damage	Earth_Max_Damage	Air_Max_Damage	Poison_Max_Damage	Ice_Max_Damage	Linghtning_Max_Damage	Physical_Defense_Point	Physical_ATKRate	Magic_ATKRate 	PDR	BlockRate	Magic_Defense_Point	Water_Defense_Point	Fire_Defense_Point	Earth_Defense_Point	Air_Defense_Point	Poison_Defense_Point	Ice_Defense_Point	Linghtning_Defense_Point	Magic_Defense_Rate	Water_Defense_Rate	Fire_Defense_Rate	Earth_Defense_Rate	Air_Defense_Rate	Poison_Defense_Rate	Ice_Defense_Rate	Linghtning_Defense_Rate	CON_Bonus_Point	STR_Bonus_Point	DEX_Bonus_Point	INT_Bonus_Point	Wis_Bonus_Point	Apply Effect Count	Apply Effect Time	Use Interval	HP	SP	MP	Rune Attribute	Use skill id	Use skill level	Polymorph Id	Polymorph Dur	FirstCategory	FirstCategoryName	SecondCategory	SecondCategoryName	PhysicalRank	Hp_Buff	Mp_Buff	Attack_Buff	Defense_Buff	Run_Buff	Cash	Destination	RemainTime	ExpireTime	classify_id	CanStopUsingItem	CashItemUseType	EnableOnRide	Buyer_Type	Using_Type	OptionTID	PotionType2	Link_id	Skill_plus	Gambling
3191	Wisetail Cap	76	70	81	4	2								15	300	2	16750848		55680	6960			2	27			1	2																					6																																					13	Rare Armor	137	Sorcerer(Orc)	14																				1
3190	Wisetail Garb	76	70	81	4	2								15	300	2	16750848		278400	34800			2	61	2	4	3	5																					20																																					13	Rare Armor	137	Sorcerer(Orc)	14																				1
3192	Wisetail Armlets	76	70	81	4	2								15	300	2	16750848		55680	6960			2	40	2	2	1	3																					9	9																																				13	Rare Armor	137	Sorcerer(Orc)	14																				1
3193	Wisetail Kilt	76	70	81	4	2								15	300	2	16750848		111360	13920			2	54	2	3	2	4																					14																																					13	Rare Armor	137	Sorcerer(Orc)	14																				1
3194	Wisetail Boots	76	70	81	4	2								15	300	2	16750848		55680	6960			2	40	2	2	1	3																					9			9																																		13	Rare Armor	137	Sorcerer(Orc)	14																				1
3196	Dreammaster Cap	76	70	81	4	2								15	150	3	10503406		64960	8120			3	31			1	2																					7																																					15	Unique Armor	157	Sorcerer(Orc)	15																				1
3195	Dreammaster Garb	76	70	90	4	2								15	150	3	10503406		324800	40600			3	70	3	4	3	5																					23																																					15	Unique Armor	157	Sorcerer(Orc)	15																				1
3197	Dreammaster Armlets	76	70	90	4	2								15	150	3	10503406		64960	8120			3	47	2	2	1	3																					10	11																																				15	Unique Armor	157	Sorcerer(Orc)	15																				1
3198	Dreammaster Kilt	76	70	90	4	2								15	150	3	10503406		129920	16240			3	62	2	3	2	4																					16																																					15	Unique Armor	157	Sorcerer(Orc)	15																				1
3199	Dreammaster Boots	76	70	90	4	2								15	150	3	10503406		64960	8120			3	47	2	2	1	3																					10			11																																		15	Unique Armor	157	Sorcerer(Orc)	15																				1
4391	Dreammaster Cap	76	70	90	4	2								21	150	4	11968874		64960	8120			3	31			1	2																					10																																					17	Elite Armor	177	Sorcerer(Orc)	15																				1
4390	Dreammaster Garb	76	70	90	4	2								21	150	4	11968874		324800	40600			3	70	3	4	3	5																					26																																					17	Elite Armor	177	Sorcerer(Orc)	15																				1
4392	Dreammaster Armlets	76	70	90	4	2								21	150	4	11968874		64960	8120			3	47	2	2	1	3																					13	14																																				17	Elite Armor	177	Sorcerer(Orc)	15																				1
4393	Dreammaster Kilt	76	70	90	4	2								21	150	4	11968874		129920	16240			3	62	2	3	2	4																					19																																					17	Elite Armor	177	Sorcerer(Orc)	15																				1
4394	Dreammaster Boots	76	70	90	4	2								21	150	4	11968874		64960	8120			3	47	2	2	1	3																					13			14																																		17	Elite Armor	177	Sorcerer(Orc)	15																				1
2843	Beginner Cuirass	2	1	7	2	3								15	400	1			30	30			1	57	1	4	2	4																					4																																					11	Normal Armor	119	Ranger(Moonelf)	8																				1
2845	Beginner Bracers	2	1	7	2	3								15	400	1			13	10			1	38	1	2	1	2																					2																																					11	Normal Armor	119	Ranger(Moonelf)	8																				1
2846	Beginner Tights	2	1	7	2	3								15	400	1			15	10			1	50	1	3	1	3																					3																																					11	Normal Armor	119	Ranger(Moonelf)	8																				1
2847	Beginner Jambeau	2	1	7	2	3								15	400	1			13	10			1	38	1	2	1	2																					2																																					11	Normal Armor	119	Ranger(Moonelf)	8																				1
2903	Shadow Cuirass	7	1	12	2	3								15	400	1	16750848		288	36			2	68	2	4	3	5																					8																																					13	Rare Armor	139	Ranger(Moonelf)	9																				1
2905	Shadow Bracers	7	1	12	2	3								15	400	1	16750848		96	12			2	45	2	2	1	3																					4	2																																				13	Rare Armor	139	Ranger(Moonelf)	9																				1
2906	Shadow Tights	7	1	12	2	3								15	400	1	16750848		96	12			2	60	2	3	2	4																					6																																					13	Rare Armor	139	Ranger(Moonelf)	9																				1
2907	Shadow Jambeau	7	1	12	2	3								15	400	1	16750848		96	12			2	45	2	2	1	3																					4			2																																		13	Rare Armor	139	Ranger(Moonelf)	9																				1
2908	Leather Cuirass	12	6	17	2	3								15	400	1			1680	210			1	57	1	4	2	4																					5																																					11	Normal Armor	119	Ranger(Moonelf)	8																				1
2910	Leather Bracers	12	6	17	2	3								15	400	1			320	40			1	38	1	2	1	2																					2																																					11	Normal Armor	119	Ranger(Moonelf)	8																				1
2911	Leather Tights	12	6	17	2	3								15	400	1			640	80			1	50	1	3	1	3																					4																																					11	Normal Armor	119	Ranger(Moonelf)	8																				1
2912	Leather Jambeau	12	6	17	2	3								15	400	1			320	40			1	38	1	2	1	2																					2																																					11	Normal Armor	119	Ranger(Moonelf)	8																				1
2913	Straight Cuirass	15	9	20	2	3								15	300	2	16750848		2016	252			2	68	2	4	3	5																					10																																					13	Rare Armor	139	Ranger(Moonelf)	10																				1
2915	Straight Bracers	15	9	20	2	3								15	300	2	16750848		384	48			2	45	2	2	1	3																					5	3																																				13	Rare Armor	139	Ranger(Moonelf)	10																				1
2916	Straight Tights	15	9	20	2	3								15	300	2	16750848		768	96			2	60	2	3	2	4																					8																																					13	Rare Armor	139	Ranger(Moonelf)	10																				1
2917	Straight Jambeau	15	9	20	2	3								15	300	2	16750848		384	48			2	45	2	2	1	3																					5			3																																		13	Rare Armor	139	Ranger(Moonelf)	10																				1
2918	Redshine Cuirass	15	9	20	2	3								15	150	3	10503406		2352	294			3	79	3	4	3	5																					13																																					15	Unique Armor	159	Ranger(Moonelf)	11																				1
2920	Redshine Bracers	15	9	20	2	3								15	150	3	10503406		448	56			3	53	2	2	1	3																					6	5																																				15	Unique Armor	159	Ranger(Moonelf)	11																				1
2921	Redshine Tights	15	9	20	2	3								15	150	3	10503406		896	112			3	70	2	3	2	4																					10																																					15	Unique Armor	159	Ranger(Moonelf)	11																				1
2922	Redshine Jambeau	15	9	20	2	3								15	150	3	10503406		448	56			3	53	2	2	1	3																					6			5																																		15	Unique Armor	159	Ranger(Moonelf)	11																				1
4299	Redshine Cuirass	15	9	20	2	3								21	150	4	11968874		2352	294			3	102	3	4	3	5																					16																																					17	Elite Armor	179	Ranger(Moonelf)	11																				1
4300	Redshine Bracers	15	9	20	2	3								21	150	4	11968874		448	56			3	68	2	2	1	3																					9	8																																				17	Elite Armor	179	Ranger(Moonelf)	11																				1
4301	Redshine Tights	15	9	20	2	3								21	150	4	11968874		896	112			3	91	2	3	2	4																					13																																					17	Elite Armor	179	Ranger(Moonelf)	11																				1
4302	Redshine Jambeau	15	9	20	2	3								21	150	4	11968874		448	56			3	68	2	2	1	3																					9			8																																		17	Elite Armor	179	Ranger(Moonelf)	11																				1
2923	Studded Leather Cuirass	21	15	26	2	3								15	400	1			4400	550			1	57	1	4	2	4																					7																																					11	Normal Armor	119	Ranger(Moonelf)	9																				1
2925	Studded Leather Bracers	21	15	26	2	3								15	400	1			880	110			1	38	1	2	1	2																					3																																					11	Normal Armor	119	Ranger(Moonelf)	9																				1
2926	Studded Leather Tights	21	15	26	2	3								15	400	1			1760	220			1	50	1	3	1	3																					5																																					11	Normal Armor	119	Ranger(Moonelf)	9																				1
2927	Studded Leather Jambeau	21	15	26	2	3								15	400	1			880	110			1	38	1	2	1	2																					3																																					11	Normal Armor	119	Ranger(Moonelf)	9																				1
2928	Valiant Cuirass	26	20	31	2	3								15	300	2	16750848		5280	660			2	68	2	4	3	5																					12																																					13	Rare Armor	139	Ranger(Moonelf)	11																				1
2930	Valiant Bracers	26	20	31	2	3								15	300	2	16750848		1056	132			2	45	2	2	1	3																					6	4																																				13	Rare Armor	139	Ranger(Moonelf)	11																				1
2931	Valiant Tights	26	20	31	2	3								15	300	2	16750848		2112	264			2	60	2	3	2	4																					9																																					13	Rare Armor	139	Ranger(Moonelf)	11																				1
2932	Valiant Jambeau	26	20	31	2	3								15	300	2	16750848		1056	132			2	45	2	2	1	3																					6			4																																		13	Rare Armor	139	Ranger(Moonelf)	11																				1
2933	Whiteknight Cuirass	26	20	31	2	3								15	150	3	10503406		6160	770			3	79	3	4	3	5																					15																																					15	Unique Armor	159	Ranger(Moonelf)	12																				1
2935	Whiteknight Bracers	26	20	31	2	3								15	150	3	10503406		1232	154			3	53	2	2	1	3																					7	6																																				15	Unique Armor	159	Ranger(Moonelf)	12																				1
2936	Whiteknight Tights	26	20	31	2	3								15	150	3	10503406		2464	308			3	70	2	3	2	4																					11																																					15	Unique Armor	159	Ranger(Moonelf)	12																				1
2937	Whiteknight Jambeau	26	20	31	2	3								15	150	3	10503406		1232	154			3	53	2	2	1	3																					7			6																																		15	Unique Armor	159	Ranger(Moonelf)	12																				1
4303	Whiteknight Cuirass	26	20	31	2	3								21	150	4	11968874		6160	770			3	102	3	4	3	5																					18																																					17	Elite Armor	179	Ranger(Moonelf)	12																				1
4304	Whiteknight Bracers	26	20	31	2	3								21	150	4	11968874		1232	154			3	68	2	2	1	3																					10	9																																				17	Elite Armor	179	Ranger(Moonelf)	12																				1
4305	Whiteknight Tights	26	20	31	2	3								21	150	4	11968874		2464	308			3	91	2	3	2	4																					14																																					17	Elite Armor	179	Ranger(Moonelf)	12																				1
4306	Whiteknight Jambeau	26	20	31	2	3								21	150	4	11968874		1232	154			3	68	2	2	1	3																					10			9																																		17	Elite Armor	179	Ranger(Moonelf)	12																				1
2959	Hide Hair Lace	30	24	35	2	3								15	400	1			3040	380			1	25			1	2																					3																																					11	Normal Armor	119	Ranger(Moonelf)	10																				1
2938	Hide Cuirass	30	24	35	2	3								15	400	1			15120	1890			1	57	1	4	2	4																					9																																					11	Normal Armor	119	Ranger(Moonelf)	10																				1
2940	Hide Bracers	30	24	35	2	3								15	400	1			3040	380			1	38	1	2	1	2																					4																																					11	Normal Armor	119	Ranger(Moonelf)	10																				1
2941	Hide Tights	30	24	35	2	3								15	400	1			6080	760			1	50	1	3	1	3																					7																																					11	Normal Armor	119	Ranger(Moonelf)	10																				1
2942	Hide Jambeau	30	24	35	2	3								15	400	1			3040	380			1	38	1	2	1	2																					4																																					11	Normal Armor	119	Ranger(Moonelf)	10																				1
2963	Brilliant Hair Lace	35	29	40	2	3								15	300	2	16750848		3648	456			2	31			1	2																					4																																					13	Rare Armor	139	Ranger(Moonelf)	11																				1
2943	Brilliant Cuirass	35	29	40	2	3								15	300	2	16750848		18144	2268			2	68	2	4	3	5																					15																																					13	Rare Armor	139	Ranger(Moonelf)	11																				1
2945	Brilliant Bracers	35	29	40	2	3								15	300	2	16750848		3648	456			2	45	2	2	1	3																					7	5																																				13	Rare Armor	139	Ranger(Moonelf)	11																				1
2946	Brilliant Tights	35	29	40	2	3								15	300	2	16750848		7296	912			2	60	2	3	2	4																					11																																					13	Rare Armor	139	Ranger(Moonelf)	11																				1
2947	Brilliant Jambeau	35	29	40	2	3								15	300	2	16750848		3648	456			2	45	2	2	1	3																					7			5																																		13	Rare Armor	139	Ranger(Moonelf)	11																				1
2964	Deepforest Hair Lace	35	29	40	2	3								15	150	3	10503406		4256	532			3	35			1	2																					5																																					15	Unique Armor	159	Ranger(Moonelf)	12																				1
2948	Deepforest Cuirass	35	29	40	2	3								15	150	3	10503406		21168	2646			3	79	3	4	3	5																					18																																					15	Unique Armor	159	Ranger(Moonelf)	12																				1
2950	Deepforest Bracers	35	29	40	2	3								15	150	3	10503406		4256	532			3	53	2	2	1	3																					8	7																																				15	Unique Armor	159	Ranger(Moonelf)	12																				1
2951	Deepforest Tights	35	29	40	2	3								15	150	3	10503406		8512	1064			3	70	2	3	2	4																					13																																					15	Unique Armor	159	Ranger(Moonelf)	12																				1
2952	Deepforest Jambeau	35	29	40	2	3								15	150	3	10503406		4256	532			3	53	2	2	1	3																					8			7																																		15	Unique Armor	159	Ranger(Moonelf)	12																				1
4307	Deepforest Hair Lace	35	29	40	2	3								21	150	4	11968874		4256	532			3	45			1	2																					8																																					17	Elite Armor	179	Ranger(Moonelf)	12																				1
4308	Deepforest Cuirass	35	29	40	2	3								21	150	4	11968874		21168	2646			3	102	3	4	3	5																					21																																					17	Elite Armor	179	Ranger(Moonelf)	12																				1
4309	Deepforest Bracers	35	29	40	2	3								21	150	4	11968874		4256	532			3	68	2	2	1	3																					11	10																																				17	Elite Armor	179	Ranger(Moonelf)	12																				1
4310	Deepforest Tights	35	29	40	2	3								21	150	4	11968874		8512	1064			3	91	2	3	2	4																					16																																					17	Elite Armor	179	Ranger(Moonelf)	12																				1
4311	Deepforest Jambeau	35	29	40	2	3								21	150	4	11968874		4256	532			3	68	2	2	1	3																					11			10																																		17	Elite Armor	179	Ranger(Moonelf)	12																				1
2965	Ascetic Hair Lace	39	33	44	2	3								15	400	1			9120	1140			1	25			1	2																					4																																					11	Normal Armor	119	Ranger(Moonelf)	10																				1
2953	Ascetic Cuirass	39	33	44	2	3								15	400	1			45600	5700			1	57	1	4	2	4																					12																																					11	Normal Armor	119	Ranger(Moonelf)	10																				1
2955	Ascetic Bracers	39	33	44	2	3								15	400	1			9120	1140			1	38	1	2	1	2																					5																																					11	Normal Armor	119	Ranger(Moonelf)	10																				1
2956	Ascetic Tights	39	33	44	2	3								15	400	1			18240	2280			1	50	1	3	1	3																					9																																					11	Normal Armor	119	Ranger(Moonelf)	10																				1
2957	Ascetic Jambeau	39	33	44	2	3								15	400	1			9120	1140			1	38	1	2	1	2																					5																																					11	Normal Armor	119	Ranger(Moonelf)	10																				1
2971	Topaz Hair Lace	44	38	49	2	3								15	300	2	16750848		10944	1368			2	31			1	2																					5																																					13	Rare Armor	139	Ranger(Moonelf)	12																				1
2966	Topaz Cuirass	44	38	49	2	3								15	300	2	16750848		54720	6840			2	68	2	4	3	5																					17																																					13	Rare Armor	139	Ranger(Moonelf)	12																				1
2968	Topaz Bracers	44	38	49	2	3								15	300	2	16750848		10944	1368			2	45	2	2	1	3																					8	6																																				13	Rare Armor	139	Ranger(Moonelf)	12																				1
2969	Topaz Tights	44	38	49	2	3								15	300	2	16750848		21888	2736			2	60	2	3	2	4																					13																																					13	Rare Armor	139	Ranger(Moonelf)	12																				1
2970	Topaz Jambeau	44	38	49	2	3								15	300	2	16750848		10944	1368			2	45	2	2	1	3																					8			6																																		13	Rare Armor	139	Ranger(Moonelf)	12																				1
2977	Darkleaper Hair Lace	44	38	49	2	3								15	150	3	10503406		12768	1596			3	35			1	2																					6																																					15	Unique Armor	159	Ranger(Moonelf)	13																				1
2972	Darkleaper Cuirass	44	38	49	2	3								15	150	3	10503406		63840	7980			3	79	3	4	3	5																					20																																					15	Unique Armor	159	Ranger(Moonelf)	13																				1
2974	Darkleaper Bracers	44	38	49	2	3								15	150	3	10503406		12768	1596			3	53	2	2	1	3																					9	8																																				15	Unique Armor	159	Ranger(Moonelf)	13																				1
2975	Darkleaper Tights	44	38	49	2	3								15	150	3	10503406		25536	3192			3	70	2	3	2	4																					15																																					15	Unique Armor	159	Ranger(Moonelf)	13																				1
2976	Darkleaper Jambeau	44	38	49	2	3								15	150	3	10503406		12768	1596			3	53	2	2	1	3																					9			8																																		15	Unique Armor	159	Ranger(Moonelf)	13																				1
4316	Darkleaper Hair Lace	44	38	49	2	3								21	150	4	11968874		12768	1596			3	45			1	2																					9																																					17	Elite Armor	179	Ranger(Moonelf)	13																				1
4312	Darkleaper Cuirass	44	38	49	2	3								21	150	4	11968874		63840	7980			3	102	3	4	3	5																					23																																					17	Elite Armor	179	Ranger(Moonelf)	13																				1
4313	Darkleaper Bracers	44	38	49	2	3								21	150	4	11968874		12768	1596			3	68	2	2	1	3																					12	11																																				17	Elite Armor	179	Ranger(Moonelf)	13																				1
4314	Darkleaper Tights	44	38	49	2	3								21	150	4	11968874		25536	3192			3	91	2	3	2	4																					18																																					17	Elite Armor	179	Ranger(Moonelf)	13																				1
4315	Darkleaper Jambeau	44	38	49	2	3								21	150	4	11968874		12768	1596			3	68	2	2	1	3																					12			11																																		17	Elite Armor	179	Ranger(Moonelf)	13																				1
3629	Neutral Hair Lace	48	42	53	2	3								15	400	1			23200	2900			1	25			1	2																					5																																					11	Normal Armor	119	Ranger(Moonelf)	11																				1
3624	Neutral Cuirass	48	42	53	2	3								15	400	1			116000	14500			1	57	1	4	2	4																					15																																					11	Normal Armor	119	Ranger(Moonelf)	11																				1
3626	Neutral Bracer	48	42	53	2	3								15	400	1			23200	2900			1	38	1	2	1	2																					6																																					11	Normal Armor	119	Ranger(Moonelf)	11																				1
3627	Neutral Tights	48	42	53	2	3								15	400	1			46400	5800			1	50	1	3	1	3																					11																																					11	Normal Armor	119	Ranger(Moonelf)	11																				1
3628	Neutral Jambeau	48	42	53	2	3								15	400	1			23200	2900			1	38	1	2	1	2																					6																																					11	Normal Armor	119	Ranger(Moonelf)	11																				1
3635	Crystal Hair Lace	52	46	57	2	3								15	300	2	16750848		27840	3480			2	31			1	2																					6																																					13	Rare Armor	139	Ranger(Moonelf)	12																				1
3630	Crystal Cuirass	52	46	57	2	3								15	300	2	16750848		139200	17400			2	68	2	4	3	5																					20																																					13	Rare Armor	139	Ranger(Moonelf)	12																				1
3632	Crystal Bracer	52	46	57	2	3								15	300	2	16750848		27840	3480			2	45	2	2	1	3																					9	7																																				13	Rare Armor	139	Ranger(Moonelf)	12																				1
3633	Crystal Tights	52	46	57	2	3								15	300	2	16750848		55680	6960			2	60	2	3	2	4																					14																																					13	Rare Armor	139	Ranger(Moonelf)	12																				1
3634	Crystal Jambeau	52	46	57	2	3								15	300	2	16750848		27840	3480			2	45	2	2	1	3																					9			7																																		13	Rare Armor	139	Ranger(Moonelf)	12																				1
3641	Grey Cloud Hair Lace	52	46	57	2	3								15	150	3	10503406		32480	4060			3	35			1	2																					7																																					15	Unique Armor	159	Ranger(Moonelf)	13																				1
3636	Grey Cloud Cuirass	52	46	57	2	3								15	150	3	10503406		162400	20300			3	79	3	4	3	5																					23																																					15	Unique Armor	159	Ranger(Moonelf)	13																				1
3638	Gray Cloud Bracer	52	46	57	2	3								15	150	3	10503406		32480	4060			3	53	2	2	1	3																					10	9																																				15	Unique Armor	159	Ranger(Moonelf)	13																				1
3639	Grey Cloud Tights	52	46	57	2	3								15	150	3	10503406		64960	8120			3	70	2	3	2	4																					16																																					15	Unique Armor	159	Ranger(Moonelf)	13																				1
3640	Grey Cloud Jambeau	52	46	57	2	3								15	150	3	10503406		32480	4060			3	53	2	2	1	3																					10			9																																		15	Unique Armor	159	Ranger(Moonelf)	13																				1
4321	Grey Cloud Hair Lace	52	46	57	2	3								21	150	4	11968874		32480	4060			3	45			1	2																					10																																					17	Elite Armor	179	Ranger(Moonelf)	13																				1
4317	Grey Cloud Cuirass	52	46	57	2	3								21	150	4	11968874		162400	20300			3	102	3	4	3	5																					26																																					17	Elite Armor	179	Ranger(Moonelf)	13																				1
4318	Gray Cloud Bracer	52	46	57	2	3								21	150	4	11968874		32480	4060			3	68	2	2	1	3																					13	12																																				17	Elite Armor	179	Ranger(Moonelf)	13																				1
4319	Grey Cloud Tights	52	46	57	2	3								21	150	4	11968874		64960	8120			3	91	2	3	2	4																					19																																					17	Elite Armor	179	Ranger(Moonelf)	13																				1
4320	Grey Cloud Jambeau	52	46	57	2	3								21	150	4	11968874		32480	4060			3	68	2	2	1	3																					13			12																																		17	Elite Armor	179	Ranger(Moonelf)	13																				1
3647	Upgraded Hide Hair Lace	56	50	61	2	3								15	400	1			31200	3900			1	25			1	2																					6																																					11	Normal Armor	119	Ranger(Moonelf)	11																				1
3642	Upgraded Hide Cuirass	56	50	61	2	3								15	400	1			156000	19500			1	57	1	4	2	4																					17																																					11	Normal Armor	119	Ranger(Moonelf)	11																				1
3644	Upgraded Hide Bracer	56	50	61	2	3								15	400	1			31200	3900			1	38	1	2	1	2																					7																																					11	Normal Armor	119	Ranger(Moonelf)	11																				1
3645	Upgraded Hide Tights	56	50	61	2	3								15	400	1			62400	7800			1	50	1	3	1	3																					12																																					11	Normal Armor	119	Ranger(Moonelf)	11																				1
3646	Upgraded Hide Jambeau	56	50	61	2	3								15	400	1			31200	3900			1	38	1	2	1	2																					7																																					11	Normal Armor	119	Ranger(Moonelf)	11																				1
3653	Quartz Hair Lace	60	54	65	2	3								15	300	2	16750848		37440	4680			2	31			1	2																					6																																					13	Rare Armor	139	Ranger(Moonelf)	13																				1
3648	Quartz Cuirass	60	54	65	2	3								15	300	2	16750848		187200	23400			2	68	2	4	3	5																					23																																					13	Rare Armor	139	Ranger(Moonelf)	13																				1
3650	Quartz Bracer	60	54	65	2	3								15	300	2	16750848		37440	4680			2	45	2	2	1	3																					10	8																																				13	Rare Armor	139	Ranger(Moonelf)	13																				1
3651	Quartz Tights	60	54	65	2	3								15	300	2	16750848		74880	9360			2	60	2	3	2	4																					16																																					13	Rare Armor	139	Ranger(Moonelf)	13																				1
3652	Quartz Jambeau	60	54	65	2	3								15	300	2	16750848		37440	4680			2	45	2	2	1	3																					10			8																																		13	Rare Armor	139	Ranger(Moonelf)	13																				1
3659	Blue Walker Hair Lace	60	54	65	2	3								15	150	3	10503406		43680	5460			3	35			1	2																					7																																					15	Unique Armor	159	Ranger(Moonelf)	14																				1
3654	Blue Walker Cuirass	60	54	65	2	3								15	150	3	10503406		218400	27300			3	79	3	4	3	5																					26																																					15	Unique Armor	159	Ranger(Moonelf)	14																				1
3656	Blue Walker Bracer	60	54	65	2	3								15	150	3	10503406		43680	5460			3	53	2	2	1	3																					11	10																																				15	Unique Armor	159	Ranger(Moonelf)	14																				1
3657	Blue Walker Tights	60	54	65	2	3								15	150	3	10503406		87360	10920			3	70	2	3	2	4																					18																																					15	Unique Armor	159	Ranger(Moonelf)	14																				1
3658	Blue Walker Jambeau	60	54	65	2	3								15	150	3	10503406		43680	5460			3	53	2	2	1	3																					11			10																																		15	Unique Armor	159	Ranger(Moonelf)	14																				1
4326	Blue Walker Hair Lace	60	54	65	2	3								21	150	4	11968874		43680	5460			3	45			1	2																					10																																					17	Elite Armor	179	Ranger(Moonelf)	14																				1
4322	Blue Walker Cuirass	60	54	65	2	3								21	150	4	11968874		218400	27300			3	102	3	4	3	5																					29																																					17	Elite Armor	179	Ranger(Moonelf)	14																				1
4323	Blue Walker Bracer	60	54	65	2	3								21	150	4	11968874		43680	5460			3	68	2	2	1	3																					14	13																																				17	Elite Armor	179	Ranger(Moonelf)	14																				1
4324	Blue Walker Tights	60	54	65	2	3								21	150	4	11968874		87360	10920			3	91	2	3	2	4																					21																																					17	Elite Armor	179	Ranger(Moonelf)	14																				1
4325	Blue Walker Jambeau	60	54	65	2	3								21	150	4	11968874		43680	5460			3	68	2	2	1	3																					14			13																																		17	Elite Armor	179	Ranger(Moonelf)	14																				1
3665	Guardian Hair Lace	64	58	69	2	3								15	400	1			37600	4700			1	25			1	2																					7																																					11	Normal Armor	119	Ranger(Moonelf)	12																				1
3660	Guardian Cuirass	64	58	69	2	3								15	400	1			188000	23500			1	57	1	4	2	4																					20																																					11	Normal Armor	119	Ranger(Moonelf)	12																				1
3662	Guardian Bracer	64	58	69	2	3								15	400	1			37600	4700			1	38	1	2	1	2																					9																																					11	Normal Armor	119	Ranger(Moonelf)	12																				1
3663	Guardian Tights	64	58	69	2	3								15	400	1			75200	9400			1	50	1	3	1	3																					15																																					11	Normal Armor	119	Ranger(Moonelf)	12																				1
3664	Guardian Jambeau	64	58	69	2	3								15	400	1			37600	4700			1	38	1	2	1	2																					9																																					11	Normal Armor	119	Ranger(Moonelf)	12																				1
3676	Activity Rise Hair Lace	68	62	73	2	3								15	300	2	16750848		45120	5640			2	31			1	2																					7																																					13	Rare Armor	139	Ranger(Moonelf)	14																				1
3666	Activity Rise Cuirass	68	62	73	2	3								15	300	2	16750848		225600	28200			2	68	2	4	3	5																					26																																					13	Rare Armor	139	Ranger(Moonelf)	14																				1
3668	Activity Rise Bracer	68	62	73	2	3								15	300	2	16750848		45120	5640			2	45	2	2	1	3																					11	9																																				13	Rare Armor	139	Ranger(Moonelf)	14																				1
3669	Activity Rise Tights	68	62	73	2	3								15	300	2	16750848		90240	11280			2	60	2	3	2	4																					19																																					13	Rare Armor	139	Ranger(Moonelf)	14																				1
3670	Activity Rise Jambeau	68	62	73	2	3								15	300	2	16750848		45120	5640			2	45	2	2	1	3																					11			9																																		13	Rare Armor	139	Ranger(Moonelf)	14																				1
3677	Yellow Master Hair Lace	68	62	73	2	3								15	150	3	10503406		52640	6580			3	35			1	2																					8																																					15	Unique Armor	159	Ranger(Moonelf)	15																				1
3671	Yellow Master Cuirass	68	62	73	2	3								15	150	3	10503406		263200	32900			3	79	3	4	3	5																					29																																					15	Unique Armor	159	Ranger(Moonelf)	15																				1
3673	Yellow Master Bracer	68	62	73	2	3								15	150	3	10503406		52640	6580			3	53	2	2	1	3																					12	11																																				15	Unique Armor	159	Ranger(Moonelf)	15																				1
3674	Yellow Master Tights	68	62	73	2	3								15	150	3	10503406		105280	13160			3	70	2	3	2	4																					21																																					15	Unique Armor	159	Ranger(Moonelf)	15																				1
3675	Yellow Master Jambeau	68	62	73	2	3								15	150	3	10503406		52640	6580			3	53	2	2	1	3																					12			11																																		15	Unique Armor	159	Ranger(Moonelf)	15																				1
4331	Yellow Master Hair Lace	68	62	73	2	3								21	150	4	11968874		52640	6580			3	45			1	2																					11																																					17	Elite Armor	179	Ranger(Moonelf)	15																				1
4327	Yellow Master Cuirass	68	62	73	2	3								21	150	4	11968874		263200	32900			3	102	3	4	3	5																					32																																					17	Elite Armor	179	Ranger(Moonelf)	15																				1
4328	Yellow Master Bracer	68	62	73	2	3								21	150	4	11968874		52640	6580			3	68	2	2	1	3																					15	14																																				17	Elite Armor	179	Ranger(Moonelf)	15																				1
4329	Yellow Master Tights	68	62	73	2	3								21	150	4	11968874		105280	13160			3	91	2	3	2	4																					24																																					17	Elite Armor	179	Ranger(Moonelf)	15																				1
4330	Yellow Master Jambeau	68	62	73	2	3								21	150	4	11968874		52640	6580			3	68	2	2	1	3																					15			14																																		17	Elite Armor	179	Ranger(Moonelf)	15																				1
3864	Expert Hair Lace	72	66	77	2	3								15	400	1			46400	5800			1	25			1	2																					8																																					11	Normal Armor	119	Ranger(Moonelf)	13																				1
3859	Expert Cuirass	72	66	77	2	3								15	400	1			232000	29000			1	57	1	4	2	4																					23																																					11	Normal Armor	119	Ranger(Moonelf)	13																				1
