TID	Name	Type	Race	Gender	Class	LVL	STR	DEX	INT	CON	CHA	Wis	AC	MAX_HP	MAX_SP	MAX_MP	CUR_HP	CUR_SP	CUR_MP	Movement Walk	Movement Run	AR	DR	MAR	MDR	Min_Damage	Max_Damage	ATK Speed	Range	Fire Res.	Water Res.	Air Res.	Earth Res.	Magic Res.	Poison Res.	Ice Res.	Thunder Res.	Magic History	Murder Point	Exp	Fire Min_Damage	Fire Max_Damage	Water Min_Damage	Water Max_Damage	Earth Min_Damage	Earth Max_Damage	Air Min_Damage	Air Max_Damage	Magic Min_Damage	Magic Max_Damage	Poison Min_Damage	Poison Max_Damage	Ice Min_Damage	Ice Max_Damage	Thunder Min_Damage	Thunder Max_Damage	Physical_Resistance	Skill_Block	Sight	Badge1_Rank Point	Badge2_Rank Point	Badge3_Rank Point	Rank	Item Point	Guild	Guild Rank	Guild Score	Lost Exp	Weapon	Item1	Item2	Item3	Item4	Armor_Head	Armor_Body	Armor_Arm	Armor_Hand	Armor_Leg	Armor_Foot	Armor_Mantle	Money	Geld_Min	Geld_Max	Drop_TID	slow_percent	slow_time	fast_percent	fast_time	Product_Skin_ItemName	Product_Meat	Product_Meat_ItemName	Product_Garbage	Product_Garbage_ItmeName	attribute_type	name_color	DropRank	DropMeditation	Spirit Type	LandAttachType	Tamable	Run Correct	Attack Correct	SiegeWarCharType	RangeType	StaminaPoint	PetType	StartStamina	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point
1013 	Giant Silver Moth	196612 	11 		5 	29 	111 	87 	73 	92 		56 	29 	2624 	438 	453 				2500 	5800 	78 	44 			196 	206 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			2173 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							69 	77 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1016 	Lazy Bone Poison	196612 	11 		5 	29 	116 	86 	75 	95 		57 	29 	2624 	438 	453 				1000 	5100 	78 	44 			204 	214 	47 	300 	50 	50 	50 	50 	50 	50 	50 	50 			2173 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							69 	77 		1 	5 	1 	3 						0 		2 	1.60 		1 	1 	1 	1 		0						
1019 	Wraith Archer	196612 	11 		5 	30 	119 	94 	78 	98 		60 	31 	2797 	457 	475 				5200 	6700 	80 	45 			210 	220 	52 	800 	50 	50 	50 	50 	50 	50 	50 	50 			2315 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							72 	80 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		1						
1022 	Lazy Bone Silver	196612 	11 		5 	30 	121 	90 	78 	99 		60 	30 	2797 	457 	475 				1000 	5100 	80 	45 			213 	224 	47 	300 	50 	50 	50 	50 	50 	50 	50 	50 			2315 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							72 	80 		1 	5 	1 	3 						0 		2 	1.60 		1 	1 	1 	1 		0						
1025 	Giant Poison Moth	196612 	11 		5 	30 	118 	93 	81 	96 		63 	62 	16781 	457 	475 				2500 	6300 	80 	45 			133 	140 	47 	190 	50 	50 	50 	50 	0 	100 	50 	50 			5557 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	143 	158 	0 	0 	0 	0 			2500 																							180 	200 		1 	5 	1 	3 						6 	FFFF00	3 	1.90 		0 	0 	1 	1 		0						
1028 	Wraith Guard	196612 	11 		5 	31 	124 	99 	82 	102 		62 	33 	2976 	477 	497 				5200 	7200 	83 	47 			219 	230 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			2466 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							75 	83 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1031 	Lazy Bone King	196612 	11 		5 	31 	138 	105 	93 	113 		71 	70 	39992 	519 	543 				1200 	7100 	89 	50 			441 	463 	45 	420 	100 	0 	50 	50 	50 	50 	50 	50 			11710 	237 	261 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							300 	332 		1 	5 	1 	3 						1 	BDA66B	4 	2.10 	3 	1 	0 	1 	1 		0						
526 	Cave Werewolf Slave	196612 	11 		5 	27 	99 	72 	64 	82 		50 	24 	2238 	399 	410 				2500 	5000 	73 	41 			175 	184 	37 	190 	50 	50 	50 	50 	50 	50 	50 	50 			1913 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							63 	69 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
527 	Cave Werewolf	196612 	11 		5 	28 	106 	80 	69 	88 		53 	27 	2525 	418 	431 				2500 	5300 	75 	42 			188 	197 	42 	190 	50 	50 	50 	50 	50 	50 	50 	50 			2040 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							66 	72 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1034 	Cave Werewolf Combatant	196612 	11 		5 	29 	108 	78 	71 	90 		54 	26 	2624 	438 	453 				2500 	4800 	78 	44 			191 	201 	37 	170 	50 	50 	50 	50 	50 	50 	50 	50 			2173 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							69 	77 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1037 	Cave Werewolf Charger	196612 	11 		5 	29 	114 	88 	74 	95 		57 	29 	2624 	438 	453 				2500 	6300 	78 	44 			201 	212 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			2173 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							69 	77 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1040 	Cave Werewolf Guard	196612 	11 		5 	30 	119 	92 	78 	99 		60 	31 	2797 	457 	475 				2500 	6000 	80 	45 			210 	221 	47 	210 	50 	50 	50 	50 	50 	50 	50 	50 			2315 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							72 	80 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
528 	Cave Werewolf Leader	196612 	11 		5 	31 	126 	96 	82 	103 		62 	32 	2976 	477 	497 				2500 	6300 	83 	47 			222 	233 	47 	210 	50 	50 	50 	50 	50 	50 	50 	50 			2466 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							75 	83 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1043 	Cave Lord Jung	196612 	11 		5 	32 	133 	100 	87 	108 		65 	33 	3227 	498 	520 				2500 	6500 	86 	48 			234 	246 	47 	210 	50 	50 	50 	50 	50 	50 	50 	50 			2623 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							79 	87 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
530 	Green Dragon Exilaikon	196612 	11 		5 	33 	149 	103 	101 	122 		77 	69 	45623 	561 	590 				3000 	6500 	95 	53 			477 	500 	25 	470 	100 	0 	50 	50 	50 	50 	50 	50 			13195 	256 	282 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							332 	364 		1 	5 	1 	3 						1 	BDA66B	4 	2.10 	3 	0 	0 	1 	1 		0						
1046 	Young Bellos	196612 	11 		5 	32 	125 	89 	82 	104 		64 	30 	3227 	498 	520 				3000 	5000 	86 	48 			220 	231 	37 	800 	50 	50 	50 	50 	50 	50 	50 	50 			2623 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							79 	87 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	1 		1						
1049 	Young Mura	196612 	11 		5 	32 	132 	98 	86 	108 		65 	33 	3227 	498 	520 				1600 	6400 	86 	48 			232 	243 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			2623 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							79 	87 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1052 	Pom Bellos	196612 	11 		5 	33 	130 	98 	86 	108 		66 	33 	3333 	519 	543 				3000 	5500 	89 	50 			229 	240 	42 	800 	50 	50 	50 	50 	50 	50 	50 	50 			2788 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							83 	91 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	1 		1						
1055 	Bellos Maid	196612 	11 		5 	33 	134 	96 	87 	110 		66 	32 	3333 	519 	543 				3000 	5500 	89 	50 			235 	247 	42 	800 	50 	50 	50 	50 	50 	50 	50 	50 			2788 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							83 	91 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	1 		1						
1058 	Mura Cat	196612 	11 		5 	34 	143 	106 	93 	117 		71 	35 	3602 	540 	566 				1600 	5100 	92 	51 			251 	263 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			2962 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							86 	95 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1061 	Fountain Bellos	196612 	11 		5 	34 	141 	107 	92 	117 		71 	36 	3602 	540 	566 				3000 	6000 	92 	51 			248 	260 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			2962 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							86 	95 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	1 		1						
1064 	Gallan Manticore	196612 	11 		5 	35 	145 	110 	94 	119 		72 	37 	3802 	561 	590 				2640 	6000 	95 	53 			254 	267 	47 	470 	50 	50 	50 	50 	50 	50 	50 	50 			3142 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							89 	99 		1 	5 	1 	3 						0 		2 	1.60 		1 	1 	1 	1 		0						
1067 	Bellos Lady	196612 	11 		5 	35 	149 	111 	97 	121 		74 	37 	3802 	561 	590 				3000 	6000 	95 	53 			261 	274 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			3142 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							89 	99 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	1 		1						
1070 	Mura Soldier	196612 	11 		5 	36 	154 	115 	101 	126 		77 	38 	4009 	583 	614 				1600 	5200 	97 	54 			271 	284 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			3329 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							93 	103 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1073 	Bellos Sorcerer	196612 	11 		5 	36 	154 	120 	101 	126 		77 	40 	4009 	583 	614 				3000 	6000 	97 	54 			271 	284 	52 	800 	50 	50 	50 	50 	50 	50 	50 	50 			3329 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							93 	103 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	2 		1						
1076 	Mura Flying Walker	196612 	11 		5 	37 	160 	127 	110 	129 		84 	84 	25337 	605 	638 				1600 	6700 	100 	56 			180 	189 	52 	190 	50 	50 	100 	0 	50 	50 	50 	50 			8457 	0 	0 	0 	0 	0 	0 	193 	213 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							243 	268 		1 	5 	1 	3 						3 	FFFF00	3 	1.90 	5 	0 	0 	1 	1 		0						
1079 	Bellos Queen	196612 	11 		5 	37 	177 	125 	121 	144 		92 	83 	57242 	649 	688 				3000 	6500 	106 	59 			565 	593 	25 	800 	0 	100 	50 	50 	50 	50 	50 	50 			16538 	0 	0 	302 	334 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							388 	428 		1 	5 	1 	3 						2 	BDA66B	4 	2.10 	2 	2 	0 	1 	1 		1						
1082 	Rotso Manticore	196612 	11 		5 	38 	184 	126 	125 	149 		95 	84 	60140 	672 	713 				2640 	6500 	109 	60 			585 	614 	25 	570 	30 	30 	30 	30 	100 	50 	50 	50 			17450 	0 	0 	0 	0 	0 	0 	0 	0 	314 	347 	0 	0 	0 	0 	0 	0 			2500 																							404 	444 		1 	5 	1 	3 						5 	BDA66B	4 	2.10 	1 	1 	0 	1 	1 		0						
1085 	Mura Queen	196612 	11 		5 	38 	184 	129 	125 	149 		95 	86 	60140 	672 	713 				1600 	7000 	109 	60 			585 	614 	25 	370 	50 	50 	50 	50 	0 	50 	50 	100 			17450 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	314 	347 			2500 																							404 	444 		1 	5 	1 	3 						7 	BDA66B	4 	2.10 		0 	0 	1 	0 		0						
1088 	Elatos Hunter	196612 	11 		5 	37 	160 	117 	105 	131 		80 	39 	4223 	605 	638 				1170 	6000 	100 	56 			281 	295 	42 	250 	50 	50 	50 	50 	50 	50 	50 	50 			3524 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							97 	107 		1 	5 	1 	3 						0 		2 	1.60 		1 	1 	1 	1 		0						
1091 	Lizardfolk Warrrior	196612 	11 		5 	37 	156 	118 	104 	129 		80 	39 	4223 	605 	638 				1000 	5300 	100 	56 			273 	287 	42 	190 	50 	50 	50 	50 	50 	50 	50 	50 			3524 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							97 	107 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1094 	Marienne Maid	196612 	11 		5 	38 	162 	120 	107 	131 		81 	40 	4444 	627 	663 				3000 	5500 	103 	57 			283 	297 	42 	800 	50 	50 	50 	50 	50 	50 	50 	50 			3728 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							101 	111 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	1 		1						
1097 	Elatos Airborne	196612 	11 		5 	38 	166 	126 	109 	136 		83 	42 	4444 	627 	663 				1170 	6000 	103 	57 			291 	306 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			3728 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							101 	111 		1 	5 	1 	3 						0 		2 	1.60 		1 	1 	1 	1 		0						
1100 	Lizardfolk Scout	196612 	11 		5 	38 	164 	125 	109 	134 		83 	42 	4444 	627 	663 				1000 	5800 	103 	57 			287 	301 	42 	190 	50 	50 	50 	50 	50 	50 	50 	50 			3728 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							101 	111 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1103 	Marienne Wizard	196612 	11 		5 	39 	170 	126 	111 	138 		84 	42 	4770 	649 	688 				3000 	5500 	106 	59 			298 	313 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			3938 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							105 	116 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	1 		1						
1106 	Lizardfolk Lover	196612 	11 		5 	39 	170 	133 	113 	138 		86 	44 	4770 	649 	688 				1000 	5800 	106 	59 			297 	312 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			3938 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							105 	116 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1109 	Marienne Sailor	196612 	11 		5 	39 	172 	131 	113 	141 		86 	44 	4770 	649 	688 				3000 	6000 	106 	59 			302 	317 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			3938 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							105 	116 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	1 		1						
1112 	Lizardfolk Babarian	196612 	11 		5 	40 	176 	143 	117 	143 		89 	48 	5012 	672 	713 				1000 	5800 	109 	60 			307 	323 	52 	190 	50 	50 	50 	50 	50 	50 	50 	50 			4155 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							108 	120 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	1 		0						
1115 	Marienne Head Maid	196612 	11 		5 	40 	181 	139 	119 	146 		89 	46 	5012 	672 	713 				3000 	6000 	109 	60 			316 	332 	52 	800 	50 	50 	50 	50 	50 	50 	50 	50 			4155 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							108 	120 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	2 		1						
1118 	Elatos Archer	196612 	11 		5 	40 	178 	136 	117 	146 		89 	45 	5012 	672 	713 				1170 	6000 	109 	60 			312 	328 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			4155 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							108 	120 		1 	5 	1 	3 						0 		2 	1.60 		1 	1 	1 	1 		1						
1121 	Lord Utherus	196612 	11 		5 	41 	203 	143 	139 	165 		106 	95 	70352 	742 	791 				1000 	6500 	118 	65 			646 	678 	25 	270 	30 	30 	30 	30 	100 	50 	50 	50 			20714 	0 	0 	0 	0 	0 	0 	0 	0 	346 	382 	0 	0 	0 	0 	0 	0 			2500 																							448 	496 		1 	5 	1 	3 						5 	BDA66B	4 	2.10 	1 	0 	0 	1 	1 		0						
1124 	Princess Marienne	196612 	11 		5 	41 	203 	143 	139 	165 		106 	95 	70352 	742 	791 				3000 	6500 	118 	65 			646 	678 	25 	800 	0 	100 	50 	50 	50 	50 	50 	50 			20714 	0 	0 	346 	382 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							448 	496 		1 	5 	1 	3 						2 	BDA66B	4 	2.10 	2 	2 	0 	1 	1 		1						
1127 	Captain Ellius	196612 	11 		5 	41 	203 	141 	139 	165 		106 	94 	70352 	742 	791 				1170 	7000 	118 	65 			646 	678 	25 	470 	50 	50 	100 	0 	50 	50 	50 	50 			20714 	0 	0 	0 	0 	0 	0 	346 	382 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							448 	496 		1 	5 	1 	3 						3 	BDA66B	4 	2.10 	5 	1 	0 	1 	1 		0						
1130 	Kallip Bandit Sentry	196612 	11 		5 	40 	169 	132 	113 	140 		87 	44 	5012 	672 	713 				5200 	7200 	109 	60 			296 	311 	37 	190 	50 	50 	50 	50 	50 	50 	50 	50 			4155 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							108 	120 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1133 	Yalquinas Slave	196612 	11 		5 	40 	174 	127 	114 	142 		87 	42 	5012 	672 	713 				1800 	5500 	109 	60 			305 	320 	42 	140 	50 	50 	50 	50 	50 	50 	50 	50 			4155 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							108 	120 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1136 	Kallip Bandit Scout	196612 	11 		5 	41 	175 	140 	117 	145 		90 	47 	5364 	695 	739 				5200 	7200 	112 	62 			306 	321 	42 	190 	50 	50 	50 	50 	50 	50 	50 	50 			4379 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							112 	124 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1139 	Ankle Gnoll Soldier	196612 	11 		5 	41 	177 	134 	118 	145 		90 	45 	5364 	695 	739 				3000 	7000 	112 	62 			310 	326 	42 	200 	50 	50 	50 	50 	50 	50 	50 	50 			4379 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							112 	124 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1142 	Kallip Bandit Soldier	196612 	11 		5 	42 	183 	143 	122 	150 		93 	48 	5610 	719 	765 				5200 	7200 	115 	64 			320 	336 	42 	190 	50 	50 	50 	50 	50 	50 	50 	50 			4608 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							117 	129 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1145 	Ankle Gnoll Warrior	196612 	11 		5 	42 	183 	138 	122 	150 		93 	46 	5610 	719 	765 				3000 	7000 	115 	64 			320 	336 	42 	200 	50 	50 	50 	50 	50 	50 	50 	50 			4608 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							117 	129 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1148 	Kallip Bandit Charger	196612 	11 		5 	43 	190 	152 	134 	156 		103 	101 	35176 	742 	791 				5200 	7200 	118 	65 			212 	223 	47 	190 	50 	50 	100 	0 	50 	50 	50 	50 			11837 	0 	0 	0 	0 	0 	0 	227 	251 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							303 	333 		1 	5 	1 	3 						3 	FFFF00	3 	1.90 	5 	0 	0 	1 	1 		0						
1151 	Yalquinas Guard	196612 	11 		5 	43 	197 	148 	130 	161 		98 	49 	5863 	742 	791 				1800 	6700 	118 	65 			345 	362 	47 	140 	50 	50 	50 	50 	50 	50 	50 	50 			4932 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							121 	133 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1154 	Kallip Bandit Assassin	196612 	11 		5 	44 	201 	161 	134 	163 		101 	54 	6017 	766 	818 				5200 	7200 	121 	67 			350 	368 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			5275 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							124 	138 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1157 	Ankle Gnoll Charger	196612 	11 		5 	44 	193 	141 	128 	156 		97 	47 	6017 	766 	818 				3000 	6500 	121 	67 			337 	354 	42 	200 	50 	50 	50 	50 	50 	50 	50 	50 			5275 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							124 	138 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1160 	Kallip Bandit Commander	196612 	11 		5 	44 	201 	161 	134 	163 		101 	54 	6017 	766 	818 				5200 	7200 	121 	67 			350 	368 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			5275 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							124 	138 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1163 	Yalquinas	196612 	11 		5 	45 	230 	162 	158 	186 		120 	108 	85063 	840 	900 				1800 	6300 	129 	73 			731 	767 	25 	270 	50 	50 	0 	100 	50 	50 	50 	50 			26952 	0 	0 	0 	0 	391 	433 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							516 	572 		1 	5 	1 	3 						4 	BDA66B	4 	2.10 	4 	0 	0 	1 	0 		0						
1166 	Ankle Gnoll Centurion	196612 	11 		5 	45 	230 	162 	158 	186 		120 	108 	85063 	840 	900 				3300 	8000 	129 	73 			731 	767 	25 	350 	50 	50 	0 	100 	50 	50 	50 	50 			26952 	0 	0 	0 	0 	391 	433 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							516 	572 		1 	5 	1 	3 						4 	BDA66B	4 	2.10 	4 	0 	0 	1 	1 		0						
1169 	Ankle Canedog Slave	196612 	11 		5 	46 	217 	169 	143 	176 		108 	56 	6679 	815 	872 				1800 	7500 	126 	71 			378 	397 	52 	270 	50 	50 	50 	50 	50 	50 	50 	50 			6018 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							134 	148 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1172 	Voltex Young	196612 	11 		5 	46 	202 	149 	135 	166 		103 	50 	6679 	815 	872 				3500 	7000 	126 	71 			354 	371 	37 	420 	50 	50 	50 	50 	50 	50 	50 	50 			6018 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							134 	148 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1175 	Tennial Young	196612 	11 		5 	47 	211 	162 	142 	175 		109 	54 	7089 	840 	900 				2500 	7000 	129 	73 			369 	388 	42 	170 	50 	50 	50 	50 	50 	50 	50 	50 			6417 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							138 	152 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1178 	Ankle Canedog Combatant	196612 	11 		5 	47 	220 	177 	148 	179 		111 	59 	7089 	840 	900 				1800 	8000 	129 	73 			384 	403 	47 	250 	50 	50 	50 	50 	50 	50 	50 	50 			6417 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							138 	152 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1181 	Voltex Kin	196612 	11 		5 	47 	218 	163 	143 	178 		109 	54 	7089 	840 	900 				3500 	8000 	129 	73 			380 	399 	42 	420 	50 	50 	50 	50 	50 	50 	50 	50 			6417 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							138 	152 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	2 		0						
1184 	Tennial Soldier	196612 	11 		5 	48 	218 	167 	146 	180 		112 	56 	7514 	865 	928 				2500 	7000 	132 	74 			380 	399 	42 	270 	50 	50 	50 	50 	50 	50 	50 	50 			6839 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							143 	158 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0						
1187 	Voltex Floating	196612 	11 		5 	48 	224 	168 	148 	183 		112 	56 	7514 	865 	928 				3500 	8000 	132 	74 			391 	411 	42 	420 	50 	50 	50 	50 	50 	50 	50 	50 			6839 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							143 	158 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	2 		0						
