TID	NAME	UseNormalAttack	HateRace	HateRacePercent	HateClass	HateClassPercent	HateAction	HateActionPercent	FellowWorkerTID	FellowWorkerName	FellowWorkerRange	FellowWorkerAcceptCount	FellowWorkerRefreshTime	FollowerTID	FollowerName	FollowerNUM	Max_CumulativeFollower	Min_UpkeepFollower	FollowerRoyalty	Skill1	Skill2	Skill3	Skill4	Skill5	Item1	Item2	Item3	Item4	Item5	Guard	PreemptiveType	PreemptiveCondition1	PreemptiveCondition2	PreemptiveCondition3	PreemptiveRange	Immunity	ImmunPercent	Attribute	SummonTID	SummonMaxCount
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10211	팬텀 궁수	1	오크	120	전사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10241	퓨리 본 실버	1	문엘프	120	법사	100	null	null	null	null	5	2	60	null	null	null	null	null	null	<MOB>마법정령스킬	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				192												LV								
																				4												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10271	빅 포이즌 모스	1	인간	120	전사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	<MOB>독정령스킬	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				197												LV								
																				4												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10301	팬텀 호위병	1	오크	120	법사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10331	퓨리 본 킹	1	인간	120	법사	100	null	null	null	null	5	2	60	null	null	null	null	null	null	<BOSS><그리플러킹>스킬	<MOB>불정령스킬	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				375	196											LV								
																				1	4											30								
																				HP	HP											이상								
																				0	0											금지								
																				이상	이상																			
																				30	0																			
																				시간	시간																			
																				5	5																			
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
7011	크래그울프웨어 노예	1	문엘프	120	궁수	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
7021	크래그울프웨어	1	오크	120	전사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10361	크래그울프웨어 전투병	1	문엘프	120	법사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10391	크래그울프웨어 돌격병	1	인간	120	전사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10421	크래그울프웨어 호위병	1	오크	120	법사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	<MOB>땅정령스킬	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				195												LV								
																				4												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
7191	크래그울프웨어 리더	1	인간	120	법사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10451	크래그 로드 리암	1	문엘프	120	궁수	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
7781	본드래곤 하란가룬	1	오크	120	전사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	<BOSS><브론즈드래곤 시드>스킬	<MOB>공기정령스킬	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				377	194											LV								
																				1	4											30								
																				HP	HP											이상								
																				0	0											금지								
																				이상	이상																			
																				30	0																			
																				시간	시간																			
																				5	5																			
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10481	어린 블루	1	문엘프	120	법사	100	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10511	영 시링	1	인간	120	전사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10541	블루 모스	1	오크	120	법사	100	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10571	블루 메이드	1	인간	120	법사	100	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10601	시링 워커	1	문엘프	120	궁수	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10631	블루 노커	1	오크	120	전사	100	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10661	로가 만티코어	1	문엘프	120	법사	100	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10691	블루 레이디	1	인간	120	전사	100	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10721	시링 윙어	1	오크	120	법사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	<MOB>공기정령스킬	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				194												LV								
																				4												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10751	블루 위자드	1	인간	120	법사	100	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10781	시링 스트라이커	1	문엘프	120	궁수	100	null	null	null	null	null	null	60	null	null	null	null	null	null	<MOB>공기정령스킬	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				194												LV								
																				4												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10811	블루 퀸	1	오크	120	전사	100	null	null	null	null	5	2	60	null	null	null	null	null	null	<BOSS><라미아 퀸>라미아 파워	<MOB>물정령스킬	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				348	193											LV								
																				1	4											30								
																				HP	HP											이상								
																				0	0											금지								
																				이상	이상																			
																				30	0																			
																				시간	시간																			
																				5	5																			
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10841	룬 만티코어	1	문엘프	120	법사	100	null	null	null	null	5	2	60	null	null	null	null	null	null	<BOSS><만티코어>매지컬 사인	<MOB>마법정령스킬	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				125	192											LV								
																				1	4											30								
																				HP	HP											이상								
																				0	0											금지								
																				이상	이상																			
																				30	0																			
																				시간	시간																			
																				5	5																			
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10871	시링 퀸	1	인간	120	전사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	<BOSS><하피 퀸>스톰	<MOB>번개정령스킬	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				186	199											LV								
																				1	4											30								
																				HP	HP											이상								
																				0	0											금지								
																				이상	이상																			
																				30	0																			
																				시간	시간																			
																				5	5																			
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10901	하이랄 사냥꾼	1	오크	120	법사	100	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10931	크리핑 전사	1	인간	120	법사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10961	차링 노예	1	문엘프	120	궁수	100	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10991	하이랄 정찰병	1	오크	120	전사	100	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11021	크리핑 정찰병	1	문엘프	120	법사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11051	차링 위치	1	인간	120	전사	100	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11081	크리핑 암살자	1	오크	120	법사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11111	차링 닥터	1	인간	120	법사	100	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11141	크리핑 호위병	1	문엘프	120	궁수	100	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11171	차링 노예장	1	오크	120	전사	100	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11201	하이랄 궁수	1	문엘프	120	법사	100	null	null	null	null	5	2	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11231	로드 크리핑	1	인간	120	전사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	<BOSS><리자드맨 로드>디스트럭션	<MOB>마법정령스킬	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				183	192											LV								
																				1	5											30								
																				HP	HP											이상								
																				0	0											금지								
																				이상	이상																			
																				30	0																			
																				시간	시간																			
																				5	5																			
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11261	프린세스 차링	1	오크	120	법사	100	null	null	null	null	5	2	60	null	null	null	null	null	null	<BOSS><마릴리스 프린세스>퀸 오브 워터	<MOB>물정령스킬	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				345	193											LV								
																				1	5											30								
																				HP	HP											이상								
																				0	0											금지								
																				이상	이상																			
																				30	0																			
																				시간	시간																			
																				5	5																			
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11291	제너럴 하이랄	1	인간	120	법사	100	null	null	null	null	5	2	60	null	null	null	null	null	null	<BOSS><켄타우르스 대장>스피어 블라스트	<MOB>공기정령스킬	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				184	194											LV								
																				1	6											30								
																				HP	HP											이상								
																				0	0											금지								
																				이상	이상																			
																				30	0																			
																				시간	시간																			
																				5	5																			
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11321	검은 암살대 문지기	1	문엘프	120	궁수	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11351	기르간 노예	1	오크	120	전사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11381	검은 암살대 보초병	1	문엘프	120	법사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11411	지르카 놀 졸병	1	인간	120	전사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	<MOB>땅정령스킬	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				195												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11441	검은 암살대 수비병	1	오크	120	법사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11471	지르카 놀 전사	1	인간	120	법사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11501	검은 암살대 전투병	1	문엘프	120	궁수	100	null	null	null	null	null	null	60	null	null	null	null	null	null	<MOB>공기정령스킬	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				194												LV								
																				5												30								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11531	기르간 호위병	1	오크	120	법사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11561	검은 암살대 호위대	1	오크	120	법사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11591	지르카 놀 돌격병	1	인간	120	법사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11621	검은 암살대 대장	1	문엘프	120	궁수	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11651	기르간	1	오크	120	전사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	<BOSS><트롤>어스 리프트	<MOB>땅정령스킬	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				120	195											LV								
																				1	5											30								
																				HP	HP											이상								
																				0	0											금지								
																				이상	이상																			
																				30	0																			
																				시간	시간																			
																				5	5																			
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11681	지르카 놀 백인대장	1	문엘프	120	법사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	<BOSS><놀보스>스킬	<MOB>땅정령스킬	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																				373	195											LV								
																				1	5											30								
																				HP	HP											이상								
																				0	0											금지								
																				이상	이상																			
																				30	0																			
																				시간	시간																			
																				5	5																			
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11711	지르카 케인독 노예	1	인간	120	전사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11741	하라 슬레이브	1	오크	120	법사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11771	케잔 초병	1	인간	120	법사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11801	지르카 케인독 전투병	1	문엘프	120	궁수	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11831	하라 워커	1	오크	120	전사	100	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	10	null	null	null	null	null
																																LV								
																																30								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
