name	skill_level	skill_type	skill_type2	buff_type	require_class_knight	require_class_archer	require_class_wizard	require_class_berserker	require_class_hunter	require_class_sorcerer	require_class_swashbuckler	require_class_ranger	require_class_elementaler	require_class_slayer	require_class_obiter	require_class_summoner	require_class_scion	require_level	require_point	require_heroic_point	require_charisma_point	damage_a	damage_magic	damage_water	damage_air	damage_earth	damage_fire	damage_poison	damage_ice	dmg_heroic	damage_thunder	damage_c	damage_a_PERCENT	damage_magic_PERCENT	damage_water_PERCENT	damage_air_PERCENT	damage_earth_PERCENT	damage_fire_PERCENT	damage_poison_PERCENT	damage_ice_PERCENT	damage_thunder_PERCENT	dmg_heroic_percent	damage_c_PERCENT	resist_a	cost_hp	cost_mp	cost_sp	cost_arrow	endskill_cost_hp	cast_time	recast_time	semi_recast_time	duration	interval	show damage	range	area_r	area_f1	area_f2	dot_dmg_a	dot_dmg_magic	dot_dmg_water	dot_dmg_air	dot_dmg_earth	dot_dmg_fire	dot_dmg_poison	dot_dmg_ice	dot_dmg_thunder	dot_dmg_heroic	dot_dmg_a_PERCENT	dot_dmg_magic_PERCENT	dot_dmg_water_PERCENT	dot_dmg_air_PERCENT	dot_dmg_earth_PERCENT	dot_dmg_fire_PERCENT	dot_dmg_poison_PERCENT	dot_dmg_ice_PERCENT	dot_dmg_thunder_PERCENT	move_distance	reflect_max	heroic_reflect_max	defense_max	reflect_con	defense_con	damage_shield	counter_up	counter_reduce	hot	dmg_adjust	dmg_show_divide	hp_recovery	mp_recovery	sp_recovery	warrior_lev	change_monster	block_point	stun_time	stun_generate_time	critical	skill_range	skill_rate	damage_convert_hp	damage_convert_mp	regen_hp	regen_mp	charge_1	charge_2	charge_3	aggrodoll_hp	dot_damage_time	cost_mp_decrease	cast_time_decrease	skill_levelup	mp_convert_hp	death	time_control	item_parts	skill_cost	skill_upgrade_cost	skill_classify_id	skill_classify_level	velocity	summons_tid	creature_tid	additional_skilltid	additional_duration	max_target_num	limit_quantity	summons_count	bonus_exp	bonus_money	bonus_drop_rate	bonus_charisma_add_rate	level_diff	divide_rate	ea_damage_physical	ea_damage_magic	ea_damage_water	ea_damage_air	ea_damage_earth	ea_damage_fire	ea_damage_poison	ea_damage_ice	ea_damage_thunder	ea_damage_c	ea_damage_physical_PERCENT	ea_damage_magic_PERCENT	ea_damage_water_PERCENT	ea_damage_air_PERCENT	ea_damage_earth_PERCENT	ea_damage_fire_PERCENT	ea_damage_poison_PERCENT	ea_damage_ice_PERCENT	ea_damage_thunder_PERCENT	ea_damage_c_PERCENT	FACTOR_POINT	con	str	int	dex	cha	wis	movement	hp	mp	sp	ap	agro	max_hp	max_mp	max_sp	atk_speed	atk_range	skill_cast	skill_delay	hit_rate	evade_rate	dodge_rate	dmg_min_physical	dmg_min_magic	dmg_min_water	dmg_min_air	dmg_min_earth	dmg_min_fire	dmg_min_poison	dmg_min_ice	dmg_min_thunder	dmg_max_physical	dmg_max_magic	dmg_max_water	dmg_max_air	dmg_max_earth	dmg_max_fire	dmg_max_poison	dmg_max_ice	dmg_max_thunder	def_point_physical	def_point_magic	def_point_water	def_point_air	def_point_earth	def_point_fire	def_point_poison	def_point_ice	def_point_thunder	physical_resistance	physical_block	skill_block	dmg_min_heroic	dmg_max_heroic	def_point_heroic	heroic_melee_Resistance	heroic_ranged_Resistance	heroic_magic_Resistance	FACTOR_PERCENT	con	str	int	dex	cha	wis	movement	hp	mp	sp	ap	agro	max_hp	max_mp	max_sp	atk_speed	atk_range	skill_cast	skill_delay	hit_rate	evade_rate	dodge_rate	dmg_min_physical	dmg_min_magic	dmg_min_water	dmg_min_air	dmg_min_earth	dmg_min_fire	dmg_min_poison	dmg_min_ice	dmg_min_thunder	dmg_max_physical	dmg_max_magic	dmg_max_water	dmg_max_air	dmg_max_earth	dmg_max_fire	dmg_max_poison	dmg_max_ice	dmg_max_thunder	def_point_physical	def_point_magic	def_point_water	def_point_air	def_point_earth	def_point_fire	def_point_poison	def_point_ice	def_point_thunder	physical_resistance	physical_block	skill_block	FACTOR_MAGNIFY	movement	atk_speed
	14	1		0				1										76	1																											230				1460	1296000	1460	1080000			12	7																																																																																																																											60	60	60	60	60					60	60	60	60	60																																																																													
	15	1		0				1										78	1																											240				1460	1368000	1460	1140000			12	7																																																																																																																											64	64	64	64	64					64	64	64	64	64																																																																													
Aggression	1	1		0				1										56	1																											130				1460	360000	1460	300000			7	7																																																													104000																																																													4									5																																																																																		
	2	1		0				1										58	1																											140				1460	432000	1460	360000			7	7																																																														256000																																																												6									7																																																																																		
	3	1		0				1										60	1																											150				1460	504000	1460	420000			7	7																																																														432000																																																												8									9																																																																																		
	4	1		0				1										62	1																											160				1460	576000	1460	480000			7	7																																																														672000																																																												10									11																																																																																		
	5	1		0				1										64	1																											170				1460	648000	1460	540000			7	7																																																														1000000																																																												12									13																																																																																		
	6	1		0				1										66	1																											180				1460	720000	1460	600000			7	7																																																																																																																										14									15																																																																																		
	7	1		0				1										68	1																											190				1460	792000	1460	660000			7	7																																																																																																																										16									17																																																																																		
	8	1		0				1										70	1																											200				1460	864000	1460	720000			7	7																																																																																																																										18									19																																																																																		
	9	1		0				1										72	1																											210				1460	936000	1460	780000			7	7																																																																																																																										20									21																																																																																		
	10	1		0				1										74	1																											220				1460	1008000	1460	840000			7	7																																																																																																																										22									23																																																																																		
	11	1		0				1										76	1																											230				1460	1080000	1460	900000			7	7																																																																																																																										24									25																																																																																		
	12	1		0				1										78	1																											240				1460	1152000	1460	960000			7	7																																																																																																																										26									27																																																																																		
	13	1		0				1										80	1																											250				1460	1224000	1460	1020000			7	7																																																																																																																										28									29																																																																																		
	14	1		0				1										82	1																											260				1460	1296000	1460	1080000			7	7																																																																																																																										30									31																																																																																		
	15	1		0				1										84	1																											270				1460	1368000	1460	1140000			7	7																																																																																																																										32									33																																																																																		
Rallying Shout	1	1		0				1										67	1																											160				1320	360000	1320	300000			7	7																																										140		2																	240000		41	140																																																																																																																																																					
	2	1		0				1										69	1																											170				1320	432000	1320	360000			7	7																																										150		3																		560000	41	150																																																																																																																																																					
	3	1		0				1										71	1																											180				1320	504000	1320	420000			7	7																																										160		4																		960000	41	160																																																																																																																																																					
	4	1		0				1										73	1																											190				1320	576000	1320	480000			7	7																																										170		5																		1440000	41	170																																																																																																																																																					
	5	1		0				1										75	1																											200				1320	648000	1320	540000			7	7																																										180		6																		2040000	41	180																																																																																																																																																					
	6	1		0				1										77	1																											210				1320	720000	1320	600000			7	7																																										190		7																			41	190																																																																																																																																																					
	7	1		0				1										79	1																											220				1320	792000	1320	660000			7	7																																										200		8																			41	200																																																																																																																																																					
	8	1		0				1										81	1																											230				1320	864000	1320	720000			7	7																																										210		9																			41	210																																																																																																																																																					
	9	1		0				1										83	1																											240				1320	936000	1320	780000			7	7																																										220		10																			41	220																																																																																																																																																					
	10	1		0				1										85	1																											250				1320	1008000	1320	840000			7	7																																										230		11																			41	230																																																																																																																																																					
	11	1		0				1										87	1																											260				1320	1080000	1320	900000			7	7																																										240		12																			41	240																																																																																																																																																					
	12	1		0				1										89	1																											270				1320	1152000	1320	960000			7	7																																										250		13																			41	250																																																																																																																																																					
	13	1		0				1										91	1																											280				1320	1224000	1320	1020000			7	7																																										260		14																			41	260																																																																																																																																																					
	14	1		0				1										93	1																											290				1320	1296000	1320	1080000			7	7																																										270		15																			41	270																																																																																																																																																					
	15	1		0				1										95	1																											300				1320	1368000	1320	1140000			7	7																																										280		16																			41	280																																																																																																																																																					
Steadfast	1	1		0				1										62	1																											160				1320	360000	1320	300000																																																																	168000		22	4																																																																																					4	4	4																																																														
	2	1		0				1										64	1																											170				1320	432000	1320	360000																																																																		400000	22	6																																																																																					6	5	5																																																														
	3	1		0				1										66	1																											180				1320	504000	1320	420000																																																																		672000	22	8																																																																																					8	6	6																																																														
	4	1		0				1										68	1																											190				1320	576000	1320	480000																																																																		1056000	22	10																																																																																					10	7	7																																																														
	5	1		0				1										70	1																											200				1320	648000	1320	540000																																																																		1480000	22	12																																																																																					12	8	8																																																														
	6	1		0				1										72	1																											210				1320	720000	1320	600000																																																																			22	14																																																																																					14	9	9																																																														
	7	1		0				1										74	1																											220				1320	792000	1320	660000																																																																			22	16																																																																																					16	10	10																																																														
	8	1		0				1										76	1																											230				1320	864000	1320	720000																																																																			22	18																																																																																					18	11	11																																																														
	9	1		0				1										78	1																											240				1320	936000	1320	780000																																																																			22	20																																																																																					20	12	12																																																														
	10	1		0				1										80	1																											250				1320	1008000	1320	840000																																																																			22	22																																																																																					22	13	13																																																														
	11	1		0				1										82	1																											260				1320	1080000	1320	900000																																																																			22	24																																																																																					24	14	14																																																														
	12	1		0				1										84	1																											270				1320	1152000	1320	960000																																																																			22	26																																																																																					26	15	15																																																														
	13	1		0				1										86	1																											280				1320	1224000	1320	1020000																																																																			22	28																																																																																					28	16	16																																																														
	14	1		0				1										88	1																											290				1320	1296000	1320	1080000																																																																			22	30																																																																																					30	17	17																																																														
	15	1		0				1										90	1																											300				1320	1368000	1320	1140000																																																																			22	32																																																																																					32	18	18																																																														
Martyr's Mark	1	2		0				1										71	1																											210				1390	360000	1390	300000			7	7																																																													320000																	10																																																																																																																																							
	2	2		0				1										73	1																											220				1390	432000	1390	360000			7	7																																																														720000																15																																																																																																																																							
	3	2		0				1										75	1																											230				1390	504000	1390	420000			7	7																																																														1224000																20																																																																																																																																							
	4	2		0				1										77	1																											240				1390	576000	1390	480000			7	7																																																														1856000																25																																																																																																																																							
	5	2		0				1										79	1																											250				1390	648000	1390	540000			7	7																																																														2600000																30																																																																																																																																							
	6	2		0				1										81	1																											260				1390	720000	1390	600000			7	7																																																																														35																																																																																																																																							
	7	2		0				1										83	1																											270				1390	792000	1390	660000			7	7																																																																														40																																																																																																																																							
	8	2		0				1										85	1																											280				1390	864000	1390	720000			7	7																																																																														45																																																																																																																																							
	9	2		0				1										87	1																											290				1390	936000	1390	780000			7	7																																																																														50																																																																																																																																							
	10	2		0				1										89	1																											300				1390	1008000	1390	840000			7	7																																																																														55																																																																																																																																							
	11	2		0				1										91	1																											310				1390	1080000	1390	900000			7	7																																																																														60																																																																																																																																							
	12	2		0				1										93	1																											320				1390	1152000	1390	960000			7	7																																																																														65																																																																																																																																							
	13	2		0				1										95	1																											330				1390	1224000	1390	1020000			7	7																																																																														70																																																																																																																																							
	14	2		0				1										97	1																											340				1390	1296000	1390	1080000			7	7																																																																														75																																																																																																																																							
	15	2		0				1										99	1																											350				1390	1368000	1390	1140000			7	7																																																																														80																																																																																																																																							
Repress	1	2		1				1										71	1																											200				1390	19000	1390	4000			1																																																														320000																																																																																																																																																								
	2	2		1				1										73	1																											195				1390	29000	1390	6000			3																																																															720000																																																																																																																																																							
	3	2		1				1										75	1																											190				1390	38000	1390	8000			5																																																															1224000																																																																																																																																																							
	4	2		1				1										77	1																											185				1390	48000	1390	10000			7																																																															1856000																																																																																																																																																							
	5	2		1				1										79	1																											180				1390	58000	1390	12000			9																																																															2600000																																																																																																																																																							
	6	2		1				1										81	1																											175				1390	67000	1390	14000			11																																																																																																																																																																																																																						
	7	2		1				1										83	1																											170				1390	77000	1390	16000			13																																																																																																																																																																																																																						
	8	2		1				1										85	1																											165				1390	86000	1390	18000			15																																																																																																																																																																																																																						
	9	2		1				1										87	1																											160				1390	96000	1390	20000			17																																																																																																																																																																																																																						
	10	2		1				1										89	1																											155				1390	96000	1390	20000			17																																																																																																																																																																																																																						
	11	2		1				1										91	1																											150				1390	96000	1390	20000			17																																																																																																																																																																																																																						
	12	2		1				1										93	1																											145				1390	96000	1390	20000			17																																																																																																																																																																																																																						
	13	2		1				1										95	1																											140				1390	96000	1390	20000			17																																																																																																																																																																																																																						
	14	2		1				1										97	1																											135				1390	96000	1390	20000			17																																																																																																																																																																																																																						
	15	2		1				1										99	1																											130				1390	96000	1390	20000			17																																																																																																																																																																																																																						
Weapon Mastery	1	3						1										62	1																																																																																																			168000																																																										3			4									5																																																																																		
	2	3						1										64	1																																																																																																				400000																																																									4			6									7																																																																																		
	3	3						1										66	1																																																																																																				672000																																																									5			8									9																																																																																		
	4	3						1										68	1																																																																																																				1056000																																																									6			10									11																																																																																		
	5	3						1										70	1																																																																																																				1480000																																																									7			12									13																																																																																		
	6	3						1										72	1																																																																																																																																																													8			14									15																																																																																		
	7	3						1										74	1																																																																																																																																																													9			16									17																																																																																		
	8	3						1										76	1																																																																																																																																																													10			18									19																																																																																		
	9	3						1										78	1																																																																																																																																																													11			20									21																																																																																		
	10	3						1										80	1																																																																																																																																																													12			22									23																																																																																		
	11	3						1										82	1																																																																																																																																																													13			24									25																																																																																		
	12	3						1										84	1																																																																																																																																																													14			26									27																																																																																		
	13	3						1										86	1																																																																																																																																																													15			28									29																																																																																		
	14	3						1										88	1																																																																																																																																																													16			30									31																																																																																		
	15	3						1										90	1																																																																																																																																																													17			32									33																																																																																		
Electrical Storm	1	0	1	1					1									50	1												5		310								155					100		1		2160	7160	2160	8000			20	4																																																													64000																																																													-5									-5																																																																																		
	2	0	1	1					1									52	1												10		320								160					110		1		2160	7160	2160	9000			20	4																																																														160000																																																												-9									-9																																																																																		
	3	0	1	1					1									54	1												15		330								165					120		1		2160	7160	2160	10000			20	4																																																														264000																																																												-13									-13																																																																																		
	4	0	1	1					1									56	1												20		340								170					130		1		2160	7160	2160	11000			20	4																																																														416000																																																												-17									-17																																																																																		
	5	0	1	1					1									58	1												25		350								175					140		1		2160	7160	2160	12000			20	4																																																														640000																																																												-21									-21																																																																																		
	6	0	1	1					1									60	1												30		360								180					150		1		2160	7160	2160	13000			20	4																																																																																																																										-25									-25																																																																																		
	7	0	1	1					1									62	1												35		370								185					160		1		2160	7160	2160	14000			20	4																																																																																																																										-29									-29																																																																																		
	8	0	1	1					1									64	1												40		380								190					170		1		2160	7160	2160	15000			20	4																																																																																																																										-33									-33																																																																																		
	9	0	1	1					1									66	1												45		390								195					180		1		2160	7160	2160	16000			20	4																																																																																																																										-37									-37																																																																																		
	10	0	1	1					1									68	1												50		400								200					190		1		2160	7160	2160	17000			20	4																																																																																																																										-41									-41																																																																																		
	11	0	1	1					1									70	1												55		410								205					200		1		2160	7160	2160	18000			20	4																																																																																																																										-45									-45																																																																																		
	12	0	1	1					1									72	1												60		420								210					210		1		2160	7160	2160	19000			20	4																																																																																																																										-49									-49																																																																																		
	13	0	1	1					1									74	1												65		430								215					220		1		2160	7160	2160	20000			20	4																																																																																																																										-53									-53																																																																																		
	14	0	1	1					1									76	1												70		440								220					230		1		2160	7160	2160	21000			20	4																																																																																																																										-57									-57																																																																																		
	15	0	1	1					1									78	1												75		450								225					240		1		2160	7160	2160	22000			20	4																																																																																																																										-61									-61																																																																																		
Explosive Bodkin	1	0	1	1					1									56	1								20						350					175								130		1		2260	7260	2260	8000			20																																																														104000				2000																																																																												-5	-5	-5	-5	-5																																																																				
	2	0	1	1					1									58	1								25						360					180								140		1		2260	7260	2260	9000			20																																																															256000			2000																																																																												-10	-10	-10	-10	-10																																																																				
	3	0	1	1					1									60	1								30						370					185								150		1		2260	7260	2260	10000			20																																																															432000			2000																																																																												-15	-15	-15	-15	-15																																																																				
	4	0	1	1					1									62	1								35						380					190								160		1		2260	7260	2260	11000			20																																																															672000			2000																																																																												-20	-20	-20	-20	-20																																																																				
	5	0	1	1					1									64	1								40						390					195								170		1		2260	7260	2260	12000			20																																																															1000000			2000																																																																												-25	-25	-25	-25	-25																																																																				
	6	0	1	1					1									66	1								45						400					200								180		1		2260	7260	2260	13000			20																																																																		2000																																																																												-30	-30	-30	-30	-30																																																																				
	7	0	1	1					1									68	1								50						410					205								190		1		2260	7260	2260	14000			20																																																																		2000																																																																												-35	-35	-35	-35	-35																																																																				
	8	0	1	1					1									70	1								55						420					210								200		1		2260	7260	2260	15000			20																																																																		2000																																																																												-40	-40	-40	-40	-40																																																																				
	9	0	1	1					1									72	1								60						430					215								210		1		2260	7260	2260	16000			20																																																																		2000																																																																												-45	-45	-45	-45	-45																																																																				
	10	0	1	1					1									74	1								65						440					220								220		1		2260	7260	2260	17000			20																																																																		2000																																																																												-45	-45	-45	-45	-45																																																																				
	11	0	1	1					1									76	1								70						450					225								230		1		2260	7260	2260	18000			20																																																																		2000																																																																												-45	-45	-45	-45	-45																																																																				
	12	0	1	1					1									78	1								75						460					230								240		1		2260	7260	2260	19000			20																																																																		2000																																																																												-45	-45	-45	-45	-45																																																																				
	13	0	1	1					1									80	1								80						470					235								250		1		2260	7260	2260	20000			20																																																																		2000																																																																												-45	-45	-45	-45	-45																																																																				
	14	0	1	1					1									82	1								85						480					240								260		1		2260	7260	2260	21000			20																																																																		2000																																																																												-45	-45	-45	-45	-45																																																																				
	15	0	1	1					1									84	1								90						490					245								270		1		2260	7260	2260	22000			20																																																																		2000																																																																												-45	-45	-45	-45	-45																																																																				
Dark Arcane Charge	1	0	1	1					1									62	1				35										390	195												160		1		1990	6990	1990	8000			20																																																														168000																																																														-5	-5	-5	-5	-5					-5	-5	-5	-5	-5																																																																													
	2	0	1	1					1									64	1				40										400	200												170		1		1990	6990	1990	9000			20																																																															400000																																																													-8	-8	-8	-8	-8					-8	-8	-8	-8	-8																																																																													
	3	0	1	1					1									66	1				45										410	205												180		1		1990	6990	1990	10000			20																																																															672000																																																													-11	-11	-11	-11	-11					-11	-11	-11	-11	-11																																																																													
	4	0	1	1					1									68	1				50										420	210												190		1		1990	6990	1990	11000			20																																																															1056000																																																													-14	-14	-14	-14	-14					-14	-14	-14	-14	-14																																																																													
	5	0	1	1					1									70	1				55										430	215												200		1		1990	6990	1990	12000			20																																																															1480000																																																													-17	-17	-17	-17	-17					-17	-17	-17	-17	-17																																																																													
	6	0	1	1					1									72	1				60										440	220												210		1		1990	6990	1990	13000			20																																																																																																																												-20	-20	-20	-20	-20					-20	-20	-20	-20	-20																																																																													
	7	0	1	1					1									74	1				65										450	225												220		1		1990	6990	1990	14000			20																																																																																																																												-23	-23	-23	-23	-23					-23	-23	-23	-23	-23																																																																													
	8	0	1	1					1									76	1				70										460	230												230		1		1990	6990	1990	15000			20																																																																																																																												-26	-26	-26	-26	-26					-26	-26	-26	-26	-26																																																																													
	9	0	1	1					1									78	1				75										470	235												240		1		1990	6990	1990	16000			20																																																																																																																												-29	-29	-29	-29	-29					-29	-29	-29	-29	-29																																																																													
	10	0	1	1					1									80	1				80										480	240												250		1		1990	6990	1990	17000			20																																																																																																																												-32	-32	-32	-32	-32					-32	-32	-32	-32	-32																																																																													
	11	0	1	1					1									82	1				85										490	245												260		1		1990	6990	1990	18000			20																																																																																																																												-35	-35	-35	-35	-35					-35	-35	-35	-35	-35																																																																													
	12	0	1	1					1									84	1				90										500	250												270		1		1990	6990	1990	19000			20																																																																																																																												-38	-38	-38	-38	-38					-38	-38	-38	-38	-38																																																																													
	13	0	1	1					1									86	1				95										510	255												280		1		1990	6990	1990	20000			20																																																																																																																												-41	-41	-41	-41	-41					-41	-41	-41	-41	-41																																																																													
	14	0	1	1					1									88	1				100										520	260												290		1		1990	6990	1990	21000			20																																																																																																																												-44	-44	-44	-44	-44					-44	-44	-44	-44	-44																																																																													
	15	0	1	1					1									90	1				105										530	265												300		1		1990	6990	1990	22000			20																																																																																																																												-47	-47	-47	-47	-47					-47	-47	-47	-47	-47																																																																													
Infection	1	0	1	1					1									71	1									20					360						180							210		1		1560	6560	1560	10000			20	4									120																																												1000								320000																																																																																																																																																								
	2	0	1	1					1									73	1									25					370						185							220		1		1560	6560	1560	12000			20	4									140																																												1000									720000																																																																																																																																																							
	3	0	1	1					1									75	1									30					380						190							230		1		1560	6560	1560	14000			20	4									160																																												1000									1224000																																																																																																																																																							
	4	0	1	1					1									77	1									35					390						195							240		1		1560	6560	1560	16000			20	4									180																																												1000									1856000																																																																																																																																																							
	5	0	1	1					1									79	1									40					400						200							250		1		1560	6560	1560	18000			20	4									200																																												1000									2600000																																																																																																																																																							
	6	0	1	1					1									81	1									45					410						205							260		1		1560	6560	1560	20000			20	4									220																																												1000																																																																																																																																																																
