Item Set	Item TID	Probability	Skill Level			
	4933	45				
	4936	50	3			
	4933	45				
	4937	5				
	4936	50	4			
	4933	45				
	4937	5				
	4936	50	5			
	4933	40				
	4937	5				
	4934	5				
	4936	50	6			
	4933	40				
	4937	5				
	4934	5				
	4936	45	7			
	4933	40				
	4937	10				
	4934	5				
	4936	45	8			
	4933	40				
	4937	10				
	4934	5				
	4936	45	9			
	4933	35				
	4937	10				
	4934	5				
	4938	5				
	4936	45	10			
	4933	35				
	4937	10				
	4934	5				
	4938	5				
	4936	45	11			
	4933	35				
	4937	10				
	4934	5				
	4938	5				
	4936	40	12			
	4933	35				
	4937	10				
	4934	10				
	4938	5				
	4936	40	13			
	4933	35				
	4937	10				
	4934	10				
	4938	5				
	4936	40	14			
	4933	30				
	4937	10				
	4934	10				
	4938	10				
	4936	40	15			
	4933	30				
	4937	10				
	4934	10				
	4938	10				
49	4945	40	1			
	4960	30				
	4927	30				
	4945	40	2			
	4960	30				
	4927	30				
	4945	35	3			
	4960	30				
	4927	30				
	4946	5				
	4945	35	4			
	4960	30				
	4927	30				
	4946	5				
	4945	35	5			
	4960	30				
	4927	25				
	4946	5				
	4961	5				
	4945	35	6			
	4960	30				
	4927	25				
	4946	5				
	4961	5				
	4945	35	7			
	4960	25				
	4927	25				
	4946	5				
	4961	5				
	4928	5				
	4945	35	8			
	4960	25				
	4927	25				
	4946	5				
	4961	5				
	4928	5				
	4945	30	9			
	4960	25				
	4927	25				
	4946	5				
	4961	5				
	4928	5				
	4947	5				
	4945	30	10			
	4960	25				
	4927	25				
	4946	5				
	4961	5				
	4928	5				
	4947	5				
	4945	25	11			
	4960	25				
	4927	25				
	4946	10				
	4961	5				
	4928	5				
	4947	5				
	4945	25	12			
	4960	20				
	4927	25				
	4946	10				
	4961	10				
	4928	5				
	4947	5				
	4945	25	13			
	4960	20				
	4927	20				
	4946	10				
	4961	10				
	4928	10				
	4947	5				
	4945	20	14			
	4960	20				
	4927	20				
	4946	10				
	4961	10				
	4928	10				
	4947	10				
	4945	20	15			
	4960	20				
	4927	20				
	4946	10				
	4961	10				
	4928	10				
	4947	10				
50	4972	40	1			
	4951	30				
	4933	30				
	4972	40	2			
	4951	30				
	4933	30				
	4972	35	3			
	4951	30				
	4933	30				
	4973	5				
	4972	35	4			
	4951	30				
	4933	30				
	4973	5				
	4972	35	5			
	4951	30				
	4933	25				
	4973	5				
	4952	5				
	4972	35	6			
	4951	30				
	4933	25				
	4973	5				
	4952	5				
	4972	35	7			
	4951	25				
	4933	25				
	4973	5				
	4952	5				
	4934	5				
	4972	35	8			
	4951	25				
	4933	25				
	4973	5				
	4952	5				
	4934	5				
	4972	30	9			
	4951	25				
	4933	25				
	4973	5				
	4952	5				
	4934	5				
	4974	5				
	4972	30	10			
	4951	25				
	4933	25				
	4973	5				
	4952	5				
	4934	5				
	4974	5				
	4972	25	11			
	4951	25				
	4933	25				
	4973	10				
	4952	5				
	4934	5				
	4974	5				
	4972	25	12			
	4951	20				
	4933	25				
	4973	10				
	4952	10				
	4934	5				
	4974	5				
	4972	25	13			
	4951	20				
	4933	20				
	4973	10				
	4952	10				
	4934	10				
	4974	5				
	4972	20	14			
	4951	20				
	4933	20				
	4973	10				
	4952	10				
	4934	10				
	4974	10				
	4972	20	15			
	4951	20				
	4933	20				
	4973	10				
	4952	10				
	4934	10				
	4974	10				
51	4930	40	1			
	4921	30				
	4933	30				
	4930	40	2			
	4921	30				
	4933	30				
	4930	35	3			
	4921	30				
	4933	30				
	4931	5				
	4930	35	4			
	4921	30				
	4933	30				
	4931	5				
	4930	35	5			
	4921	30				
	4933	25				
	4931	5				
	4925	5				
	4930	35	6			
	4921	30				
	4933	25				
	4931	5				
	4925	5				
	4930	35	7			
	4921	25				
	4933	25				
	4931	5				
	4925	5				
	4934	5				
	4930	35	8			
	4921	25				
	4933	25				
	4931	5				
	4925	5				
	4934	5				
	4930	30	9			
	4921	25				
	4933	25				
	4931	5				
	4925	5				
	4934	5				
	4932	5				
	4930	30	10			
	4921	25				
	4933	25				
	4931	5				
	4925	5				
	4934	5				
	4932	5				
	4930	25	11			
	4921	25				
	4933	25				
	4931	10				
	4925	5				
	4934	5				
	4932	5				
	4930	25	12			
	4921	20				
	4933	25				
	4931	10				
	4925	10				
	4934	5				
	4932	5				
	4930	25	13			
	4921	20				
	4933	20				
	4931	10				
	4925	10				
	4934	10				
	4932	5				
	4930	20	14			
	4921	20				
	4933	20				
	4931	10				
	4925	10				
	4934	10				
	4932	10				
	4930	20	15			
	4921	20				
	4933	20				
	4931	10				
	4925	10				
	4934	10				
	4932	10				
52	4951	40	1			
	4954	30				
	4957	30				
	4951	40	2			
	4954	30				
	4957	30				
	4951	35	3			
	4954	30				
	4957	30				
	4952	5				
	4951	35	4			
	4954	30				
	4957	30				
	4952	5				
	4951	35	5			
	4954	30				
	4957	25				
	4952	5				
	4955	5				
	4951	35	6			
	4954	30				
	4957	25				
	4952	5				
	4955	5				
	4951	35	7			
	4954	25				
	4957	25				
	4952	5				
	4955	5				
	4958	5				
	4951	35	8			
	4954	25				
	4957	25				
	4952	5				
	4955	5				
	4958	5				
	4951	30	9			
	4954	25				
	4957	25				
	4952	5				
	4955	5				
	4958	5				
	4953	5				
	4951	30	10			
	4954	25				
	4957	25				
	4952	5				
	4955	5				
	4958	5				
	4953	5				
	4951	25	11			
	4954	25				
	4957	25				
	4952	10				
	4955	5				
	4958	5				
	4953	5				
	4951	25	12			
	4954	20				
	4957	25				
	4952	10				
	4955	10				
	4958	5				
	4953	5				
	4951	25	13			
	4954	20				
	4957	20				
	4952	10				
	4955	10				
	4958	10				
	4953	5				
	4951	20	14			
	4954	20				
	4957	20				
	4952	10				
	4955	10				
	4958	10				
	4953	10				
	4951	20	15			
	4954	20				
	4957	20				
	4952	10				
	4955	10				
	4958	10				
	4953	10				
53	4921	40	1			
	4945	30				
	4930	30				
	4921	40	2			
	4945	30				
	4930	30				
	4921	35	3			
	4945	30				
	4930	30				
	4925	5				
	4921	35	4			
	4945	30				
	4930	30				
	4925	5				
	4921	35	5			
	4945	30				
	4930	25				
	4925	5				
	4946	5				
	4921	35	6			
	4945	30				
	4930	25				
	4925	5				
	4946	5				
	4921	35	7			
	4945	25				
	4930	25				
	4925	5				
	4946	5				
	4931	5				
	4921	35	8			
	4945	25				
	4930	25				
	4925	5				
	4946	5				
	4931	5				
	4921	30	9			
	4945	25				
	4930	25				
	4925	5				
	4946	5				
	4931	5				
	4926	5				
	4921	30	10			
	4945	25				
	4930	25				
	4925	5				
	4946	5				
	4931	5				
	4926	5				
	4921	25	11			
	4945	25				
	4930	25				
	4925	10				
	4946	5				
	4931	5				
	4926	5				
	4921	25	12			
	4945	20				
	4930	25				
	4925	10				
	4946	10				
	4931	5				
	4926	5				
	4921	25	13			
	4945	20				
	4930	20				
	4925	10				
	4946	10				
	4931	10				
	4926	5				
	4921	20	14			
	4945	20				
	4930	20				
	4925	10				
	4946	10				
	4931	10				
	4926	10				
	4921	20	15			
	4945	20				
	4930	20				
	4925	10				
	4946	10				
	4931	10				
	4926	10				
54	4936	40	1			
	4921	30				
	4969	30				
	4936	40	2			
	4921	30				
	4969	30				
	4936	35	3			
	4921	30				
	4969	30				
	4937	5				
	4936	35	4			
	4921	30				
	4969	30				
	4937	5				
	4936	35	5			
	4921	30				
	4969	25				
	4937	5				
	4925	5				
	4936	35	6			
	4921	30				
	4969	25				
	4937	5				
	4925	5				
	4936	35	7			
	4921	25				
	4969	25				
	4937	5				
	4925	5				
	4970	5				
	4936	35	8			
	4921	25				
	4969	25				
	4937	5				
	4925	5				
	4970	5				
	4936	30	9			
	4921	25				
	4969	25				
	4937	5				
	4925	5				
	4970	5				
	4938	5				
	4936	30	10			
	4921	25				
	4969	25				
	4937	5				
	4925	5				
	4970	5				
	4938	5				
	4936	25	11			
	4921	25				
	4969	25				
	4937	10				
	4925	5				
	4970	5				
	4938	5				
	4936	25	12			
	4921	20				
	4969	25				
	4937	10				
	4925	10				
	4970	5				
	4938	5				
	4936	25	13			
	4921	20				
	4969	20				
	4937	10				
	4925	10				
	4970	10				
	4938	5				
	4936	20	14			
	4921	20				
	4969	20				
	4937	10				
	4925	10				
	4970	10				
	4938	10				
	4936	20	15			
	4921	20				
	4969	20				
	4937	10				
	4925	10				
	4970	10				
	4938	10				
55	4948	100	1			
	4948	100	2			
	4948	95	3			
	4949	5				
	4948	95	4			
	4949	5				
	4948	90	5			
	4949	10				
	4948	90	6			
	4949	10				
	4948	85	7			
	4949	10				
	4950	5				
	4948	85	8			
	4949	10				
	4950	5				
	4948	80	9			
	4949	15				
	4950	5				
	4948	80	10			
	4949	15				
	4950	5				
	4948	75	11			
	4949	20				
	4950	5				
	4948	75	12			
	4949	20				
	4950	5				
	4948	70	13			
	4949	20				
	4950	10				
	4948	70	14			
	4949	20				
	4950	10				
	4948	70	15			
	4949	20				
	4950	10				
56	4942	55	1			
	4933	45				
	4942	55	2			
	4933	45				
	4942	50	3			
	4933	45				
	4943	5				
	4942	50	4			
	4933	45				
	4943	5				
	4942	50	5			
	4933	40				
	4943	5				
	4934	5				
	4942	50	6			
	4933	40				
	4943	5				
	4934	5				
	4942	45	7			
	4933	40				
	4943	10				
	4934	5				
	4942	45	8			
	4933	40				
	4943	10				
	4934	5				
	4942	45	9			
	4933	35				
	4943	10				
	4934	5				
	4944	5				
	4942	45	10			
	4933	35				
	4943	10				
	4934	5				
	4944	5				
	4942	45	11			
	4933	35				
	4943	10				
	4934	5				
	4944	5				
	4942	40	12			
	4933	35				
	4943	10				
	4934	10				
	4944	5				
	4942	40	13			
	4933	35				
	4943	10				
	4934	10				
	4944	5				
	4942	40	14			
	4933	30				
	4943	10				
	4934	10				
	4944	10				
	4942	40	15			
	4933	30				
	4943	10				
	4934	10				
	4944	10				
57	4933	40	1			
	4942	30				
	4951	30				
	4933	40	2			
	4942	30				
	4951	30				
	4933	35	3			
	4942	30				
	4951	30				
	4934	5				
	4933	35	4			
	4942	30				
	4951	30				
	4934	5				
	4933	35	5			
	4942	30				
	4951	25				
	4934	5				
	4943	5				
	4933	35	6			
	4942	30				
	4951	25				
	4934	5				
	4943	5				
	4933	35	7			
	4942	25				
	4951	25				
	4934	5				
	4943	5				
	4952	5				
	4933	35	8			
	4942	25				
	4951	25				
	4934	5				
	4943	5				
	4952	5				
	4933	30	9			
	4942	25				
	4951	25				
	4934	5				
	4943	5				
	4952	5				
	4935	5				
	4933	30	10			
	4942	25				
	4951	25				
	4934	5				
	4943	5				
	4952	5				
	4935	5				
	4933	25	11			
	4942	25				
	4951	25				
	4934	10				
	4943	5				
	4952	5				
	4935	5				
	4933	25	12			
	4942	20				
	4951	25				
	4934	10				
	4943	10				
	4952	5				
	4935	5				
	4933	25	13			
	4942	20				
	4951	20				
	4934	10				
	4943	10				
	4952	10				
	4935	5				
	4933	20	14			
	4942	20				
	4951	20				
	4934	10				
	4943	10				
	4952	10				
	4935	10				
	4933	20	15			
	4942	20				
	4951	20				
	4934	10				
	4943	10				
	4952	10				
	4935	10				
58	4966	40	1			
	4954	30				
	4933	30				
	4966	40	2			
	4954	30				
	4933	30				
	4966	35	3			
	4954	30				
	4933	30				
	4967	5				
	4966	35	4			
	4954	30				
	4933	30				
	4967	5				
	4966	35	5			
	4954	30				
	4933	25				
	4967	5				
	4955	5				
	4966	35	6			
	4954	30				
	4933	25				
	4967	5				
	4955	5				
	4966	35	7			
	4954	25				
	4933	25				
	4967	5				
	4955	5				
	4934	5				
	4966	35	8			
	4954	25				
	4933	25				
	4967	5				
	4955	5				
	4934	5				
	4966	30	9			
	4954	25				
	4933	25				
	4967	5				
	4955	5				
	4934	5				
	4968	5				
	4966	30	10			
	4954	25				
	4933	25				
	4967	5				
	4955	5				
	4934	5				
	4968	5				
	4966	25	11			
	4954	25				
	4933	25				
	4967	10				
	4955	5				
	4934	5				
	4968	5				
	4966	25	12			
	4954	20				
	4933	25				
	4967	10				
	4955	10				
	4934	5				
	4968	5				
	4966	25	13			
	4954	20				
	4933	20				
	4967	10				
	4955	10				
	4934	10				
	4968	5				
	4966	20	14			
	4954	20				
	4933	20				
	4967	10				
	4955	10				
	4934	10				
	4968	10				
	4966	20	15			
	4954	20				
	4933	20				
	4967	10				
	4955	10				
	4934	10				
	4968	10				
59	4972	40	1			
	4933	30				
	4942	30				
	4972	40	2			
	4933	30				
	4942	30				
	4972	35	3			
	4933	30				
	4942	30				
	4973	5				
	4972	35	4			
	4933	30				
	4942	30				
	4973	5				
	4972	35	5			
	4933	30				
	4942	25				
	4973	5				
	4934	5				
	4972	35	6			
	4933	30				
	4942	25				
	4973	5				
	4934	5				
	4972	35	7			
	4933	25				
	4942	25				
	4973	5				
	4934	5				
	4943	5				
	4972	35	8			
	4933	25				
	4942	25				
	4973	5				
	4934	5				
	4943	5				
	4972	30	9			
	4933	25				
	4942	25				
	4973	5				
	4934	5				
	4943	5				
	4974	5				
	4972	30	10			
	4933	25				
	4942	25				
	4973	5				
	4934	5				
	4943	5				
	4974	5				
	4972	25	11			
	4933	25				
	4942	25				
	4973	10				
	4934	5				
	4943	5				
	4974	5				
	4972	25	12			
	4933	20				
	4942	25				
	4973	10				
	4934	10				
	4943	5				
	4974	5				
	4972	25	13			
	4933	20				
	4942	20				
	4973	10				
	4934	10				
	4943	10				
	4974	5				
	4972	20	14			
	4933	20				
	4942	20				
	4973	10				
	4934	10				
	4943	10				
	4974	10				
	4972	20	15			
	4933	20				
	4942	20				
	4973	10				
	4934	10				
	4943	10				
	4974	10				
60	4936	40	1			
	4966	30				
	4969	30				
	4936	40	2			
	4966	30				
	4969	30				
	4936	35	3			
	4966	30				
	4969	30				
	4937	5				
	4936	35	4			
	4966	30				
	4969	30				
	4937	5				
	4936	35	5			
	4966	30				
	4969	25				
	4937	5				
	4967	5				
	4936	35	6			
	4966	30				
	4969	25				
	4937	5				
	4967	5				
	4936	35	7			
	4966	25				
	4969	25				
	4937	5				
	4967	5				
	4970	5				
	4936	35	8			
	4966	25				
	4969	25				
	4937	5				
	4967	5				
	4970	5				
	4936	30	9			
	4966	25				
	4969	25				
	4937	5				
	4967	5				
	4970	5				
	4938	5				
	4936	30	10			
	4966	25				
	4969	25				
	4937	5				
	4967	5				
	4970	5				
	4938	5				
	4936	25	11			
	4966	25				
	4969	25				
	4937	10				
	4967	5				
	4970	5				
	4938	5				
	4936	25	12			
	4966	20				
	4969	25				
	4937	10				
	4967	10				
	4970	5				
	4938	5				
	4936	25	13			
	4966	20				
	4969	20				
	4937	10				
	4967	10				
	4970	10				
	4938	5				
	4936	20	14			
	4966	20				
	4969	20				
	4937	10				
	4967	10				
	4970	10				
	4938	10				
	4936	20	15			
	4966	20				
	4969	20				
	4937	10				
	4967	10				
	4970	10				
	4938	10				
61	4936	40	1			
	4921	30				
	4969	30				
	4936	40	2			
	4921	30				
	4969	30				
	4936	35	3			
	4921	30				
	4969	30				
	4937	5				
	4936	35	4			
	4921	30				
	4969	30				
	4937	5				
	4936	35	5			
	4921	30				
	4969	25				
	4937	5				
	4925	5				
	4936	35	6			
	4921	30				
	4969	25				
	4937	5				
	4925	5				
	4936	35	7			
	4921	25				
	4969	25				
	4937	5				
	4925	5				
	4970	5				
	4936	35	8			
	4921	25				
	4969	25				
	4937	5				
	4925	5				
	4970	5				
	4936	30	9			
	4921	25				
	4969	25				
	4937	5				
	4925	5				
	4970	5				
	4938	5				
	4936	30	10			
	4921	25				
	4969	25				
	4937	5				
	4925	5				
	4970	5				
	4938	5				
	4936	25	11			
	4921	25				
	4969	25				
	4937	10				
	4925	5				
	4970	5				
	4938	5				
	4936	25	12			
	4921	20				
	4969	25				
	4937	10				
	4925	10				
	4970	5				
	4938	5				
	4936	25	13			
	4921	20				
	4969	20				
	4937	10				
	4925	10				
	4970	10				
	4938	5				
	4936	20	14			
	4921	20				
	4969	20				
	4937	10				
	4925	10				
	4970	10				
	4938	10				
	4936	20	15			
	4921	20				
	4969	20				
	4937	10				
	4925	10				
	4970	10				
	4938	10				
62	4921	40	1			
	4939	30				
	4972	30				
	4921	40	2			
	4939	30				
	4972	30				
	4921	35	3			
	4939	30				
	4972	30				
	4925	5				
	4921	35	4			
	4939	30				
	4972	30				
	4925	5				
	4921	35	5			
	4939	30				
	4972	25				
	4925	5				
	4940	5				
	4921	35	6			
	4939	30				
	4972	25				
	4925	5				
	4940	5				
	4921	35	7			
	4939	25				
	4972	25				
	4925	5				
	4940	5				
	4973	5				
	4921	35	8			
	4939	25				
	4972	25				
	4925	5				
	4940	5				
	4973	5				
	4921	30	9			
	4939	25				
	4972	25				
	4925	5				
	4940	5				
	4973	5				
	4926	5				
	4921	30	10			
	4939	25				
	4972	25				
	4925	5				
	4940	5				
	4973	5				
	4926	5				
	4921	25	11			
	4939	25				
	4972	25				
	4925	10				
	4940	5				
	4973	5				
	4926	5				
	4921	25	12			
	4939	20				
	4972	25				
	4925	10				
	4940	10				
	4973	5				
	4926	5				
	4921	25	13			
	4939	20				
	4972	20				
	4925	10				
	4940	10				
	4973	10				
	4926	5				
	4921	20	14			
	4939	20				
	4972	20				
	4925	10				
	4940	10				
	4973	10				
	4926	10				
	4921	20	15			
	4939	20				
	4972	20				
	4925	10				
	4940	10				
	4973	10				
	4926	10				
63	4957	40	1			
	4921	30				
	4933	30				
	4957	40	2			
	4921	30				
	4933	30				
	4957	35	3			
	4921	30				
	4933	30				
	4958	5				
	4957	35	4			
	4921	30				
	4933	30				
	4958	5				
	4957	35	5			
	4921	30				
	4933	25				
	4958	5				
	4925	5				
	4957	35	6			
	4921	30				
	4933	25				
	4958	5				
	4925	5				
	4957	35	7			
	4921	25				
	4933	25				
	4958	5				
	4925	5				
	4934	5				
	4957	35	8			
	4921	25				
	4933	25				
	4958	5				
	4925	5				
	4934	5				
	4957	30	9			
	4921	25				
	4933	25				
	4958	5				
	4925	5				
	4934	5				
	4959	5				
	4957	30	10			
	4921	25				
	4933	25				
	4958	5				
	4925	5				
	4934	5				
	4959	5				
	4957	25	11			
	4921	25				
	4933	25				
	4958	10				
	4925	5				
	4934	5				
	4959	5				
	4957	25	12			
	4921	20				
	4933	25				
	4958	10				
	4925	10				
	4934	5				
	4959	5				
	4957	25	13			
	4921	20				
	4933	20				
	4958	10				
	4925	10				
	4934	10				
	4959	5				
	4957	20	14			
	4921	20				
	4933	20				
	4958	10				
	4925	10				
	4934	10				
	4959	10				
	4957	20	15			
	4921	20				
	4933	20				
	4958	10				
	4925	10				
	4934	10				
	4959	10				
64	7395	60	1			
	7396	15				
	7397	15				
	7399	10				
	7395	60	2			
	7396	15				
	7397	15				
	7399	10				
	7395	60	3			
	7396	15				
	7397	15				
	7399	10				
	7395	60	4			
	7396	15				
	7397	15				
	7399	10				
	7395	60	5			
	7396	15				
	7397	15				
	7399	10				
	7395	60	6			
	7396	15				
	7397	15				
	7399	10				
	7395	60	7			
	7396	15				
	7397	15				
	7399	10				
	7395	60	8			
	7396	15				
	7397	15				
	7399	10				
	7398	60	9			
	7395	15				
	7396	10				
	7397	10				
	7399	5				
	7398	60	10			
	7395	15				
	7396	10				
	7397	10				
	7399	5				
	7398	60	11			
	7395	15				
	7396	10				
	7397	10				
	7399	5				
	7398	60	12			
	7395	15				
	7396	10				
	7397	10				
	7399	5				
	7398	60	13			
	7395	15				
	7396	10				
	7397	10				
	7399	5				
	7398	60	14			
	7395	15				
	7396	10				
	7397	10				
	7399	5				
	7398	60	15			
	7395	15				
	7396	10				
	7397	10				
	7399	5				
