tid	Description	Body	Legs	Weapon	Shield	Head	Ring	Necklace	Boots	Gloves	Refinery	Gacha	Type	PointType	Level_limit	Rank_limit	Probability	Skill_level	Skill_id	ATK_Range_bonus	ATK_Speed_bonus	Movement_Run_bonus	PhysicalDamage	PhysicalAttackResist	SkillBlockRate	MagicDamage	WaterDamage	FireDamage	EarthDamage	AirDamage	PoisonDamage	IceDamage	LinghtningDamage	Fire Res.	Water Res.	Air Res.	Earth Res.	Magic Res.	Poison Res.	Ice Res.	Thunder Res.	Physical_Defense_Point	Physical_ATKRate	Magic_ATKRate 	BlockRate	Magic_Defense_Point	Water_Defense_Point	Fire_Defense_Point	Earth_Defense_Point	Air_Defense_Point	Poison_Defense_Point	Ice_Defense_Point	Linghtning_Defense_Point	Hp_Bonus_Point	Mp_Bonus_Point	Hp_Bonus_Percent	Mp_Bonus_Percent	Str_Bonus_Point	Dex_Bonus_Point	Int_Bonus_Point	Con_Bonus_Point	Wis_Bonus_Point	PhysicalRank	skill_type	duration	skill_rate	Critical	stun_time	damage_convert_hp	regen_hp	regen_mp	dot_damage_time	skill_cast	skill_delay	skill_levelup	bonus_exp	bonus_money	bonus_drop_rate	evade_rate	dodge_rate	visible	Level_min	Level_max	Link_id	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point	Ignore_Physical_Defense_Rate	Ignore_Attribute_Defense_Rate	Critical_Defense_Rate	ReinforcementRate
5705	HP Recovery +90 every 10 sec												25																																																			4						90											○	55	59	503							
5706	HP Recovery +95 every 10 sec												25																																																			4						95											○	60	64	503							
5707	HP Recovery +100 every 10 sec												25																																																			4						100											○	65	69	503							
5708	HP Recovery +105 every 10 sec												25																																																			4						105											○	70	74	503							
5709	HP Recovery +110 every 10 sec												25																																																			4						110											○	75	79	503							
5710	HP Recovery +115 every 10 sec												25																																																			4						115											○	80	84	503							
5711	HP Recovery +120 every 10 sec												25																																																			4						120											○	85	89	503							
5712	HP Recovery +125 every 10 sec												25																																																			4						125											○	90	94	503							
5713	HP Recovery +130 every 10 sec												25																																																			4						130											○	95	99	503							
5714	HP Recovery +135 every 10 sec												25																																																			4						135											○	100	120	503							
5715	HP Recovery +140 every 10 sec												25																																																			4						140											○										
5716	HP Recovery +145 every 10 sec												25																																																			4						145											○										
5717	HP Recovery +150 every 10 sec												25																																																			4						150											○										
5718	HP Recovery +155 every 10 sec												25																																																			4						155											○										
5719	HP Recovery +160 every 10 sec												25																																																			4						160											○										
5720	HP Recovery +165 every 10 sec												25																																																			4						165											○										
5721	Bonus XP +1%		O										27		1	3	120																																																											1					○										
5722	Bonus XP +2%		O										27		1	3	115																																																											2					○										
5723	Bonus XP +3%		O										27		1	3	110																																																											3					○										
5724	Bonus XP +4%		O										27		1	4	240																																																											4					○										
5725	Bonus XP +5%		O										27		1	4	230																																																											5					○										
5726	Bonus XP +6%		O										27		1	4	220																																																											6					○										
5727	Bonus XP +7%												27																																																															7					○										
5728	Bonus XP +8%												27																																																															8					○										
5729	Bonus XP +9%												27																																																															9					○										
5730	Bonus XP +10%												27																																																															10					○										
5731	Bonus XP +11%												27																																																															11					○										
5732	Bonus XP +12%												27																																																															12					○										
5733	Bonus XP +13%												27																																																															13					○										
5734	Bonus XP +14%												27																																																															14					○										
5735	Bonus XP +15%												27																																																															15					○										
5736	Bonus XP +16%												27																																																															16					○										
5737	Bonus XP +17%												27																																																															17					○										
5738	Bonus XP +18%												27																																																															18					○										
5739	Bonus XP +19%												27																																																															19					○										
5740	Bonus XP +20%												27																																																															20					○										
5741	Bonus XP +21%												27																																																															21					○										
5742	Bonus XP +22%												27																																																															22					○										
5743	Bonus XP +23%												27																																																															23					○										
5744	Bonus XP +24%												27																																																															24					○										
5745	Bonus XP +25%												27																																																															25					○										
5746	Bonus XP +26%												27																																																															26					○										
5747	Bonus XP +27%												27																																																															27					○										
5748	Bonus XP +28%												27																																																															28					○										
5749	Bonus XP +29%												27																																																															29					○										
5750	Bonus XP +30%												27																																																															30					○										
5751	Bonus Gold +1%		O										28		1	3	120																																																												1				○										
5752	Bonus Gold +2%		O										28		1	3	115																																																												2				○										
5753	Bonus Gold +3%		O										28		1	3	110																																																												3				○										
5754	Bonus Gold +4%		O										28		1	4	240																																																												4				○	1	4	512							
5755	Bonus Gold +5%		O										28		1	4	230																																																												5				○	5	9	512							
5756	Bonus Gold +6%		O										28		1	4	220																																																												6				○	10	14	512							
5757	Bonus Gold +7%												28																																																																7				○	15	19	512							
5758	Bonus Gold +8%												28																																																																8				○	20	24	512							
5759	Bonus Gold +9%												28																																																																9				○	25	29	512							
5760	Bonus Gold +10%												28																																																																10				○	30	34	512							
5761	Bonus Gold +11%												28																																																																11				○	35	39	512							
5762	Bonus Gold +12%												28																																																																12				○	40	44	512							
5763	Bonus Gold +13%												28																																																																13				○	45	49	512							
5764	Bonus Gold +14%												28																																																																14				○	50	54	512							
5765	Bonus Gold +15%												28																																																																15				○	55	59	512							
5766	Bonus Gold +16%												28																																																																16				○	60	64	512							
5767	Bonus Gold +17%												28																																																																17				○	65	69	512							
5768	Bonus Gold +18%												28																																																																18				○	70	74	512							
5769	Bonus Gold +19%												28																																																																19				○	75	79	512							
5770	Bonus Gold +20%												28																																																																20				○	80	84	512							
5771	Bonus Gold +21%												28																																																																21				○	85	89	512							
5772	Bonus Gold +22%												28																																																																22				○	90	94	512							
5773	Bonus Gold +23%												28																																																																23				○	95	99	512							
5774	Bonus Gold +24%												28																																																																24				○	100	120	512							
5775	Bonus Gold +25%												28																																																																25				○										
5776	Bonus Gold +26%												28																																																																26				○										
5777	Bonus Gold +27%												28																																																																27				○										
5778	Bonus Gold +28%												28																																																																28				○										
5779	Bonus Gold +29%												28																																																																29				○										
5780	Bonus Gold +30%												28																																																																30				○										
5781	Bonus drop rate +1%									O			29		1	3	120																																																													1			○										
5782	Bonus drop rate +2%									O			29		1	3	115																																																													2			○										
5783	Bonus drop rate +3%									O			29		1	3	110																																																													3			○										
5784	Bonus drop rate +4%									O			29		1	4	240																																																													4			○	1	4	505							
5785	Bonus drop rate +5%									O			29		1	4	230																																																													5			○	5	9	505							
5786	Bonus drop rate +6%									O			29		1	4	220																																																													6			○	10	14	505							
5787	Bonus drop rate +7%												29																																																																	7			○	15	19	505							
5788	Bonus drop rate +8%												29																																																																	8			○	20	24	505							
5789	Bonus drop rate +9%												29																																																																	9			○	25	29	505							
5790	Bonus drop rate +10%												29																																																																	10			○	30	34	505							
5791	Bonus drop rate +11%												29																																																																	11			○	35	39	505							
5792	Bonus drop rate +12%												29																																																																	12			○	40	44	505							
5793	Bonus drop rate +13%												29																																																																	13			○	45	49	505							
5794	Bonus drop rate +14%												29																																																																	14			○	50	54	505							
5795	Bonus drop rate +15%												29																																																																	15			○	55	59	505							
5796	Bonus drop rate +16%												29																																																																	16			○	60	64	505							
5797	Bonus drop rate +17%												29																																																																	17			○	65	69	505							
5798	Bonus drop rate +18%												29																																																																	18			○	70	74	505							
5799	Bonus drop rate +19%												29																																																																	19			○	75	79	505							
5800	Bonus drop rate +20%												29																																																																	20			○	80	84	505							
5801	Bonus drop rate +21%												29																																																																	21			○	85	89	505							
5802	Bonus drop rate +22%												29																																																																	22			○	90	94	505							
5803	Bonus drop rate +23%												29																																																																	23			○	95	99	505							
5804	Bonus drop rate +24%												29																																																																	24			○	100	120	505							
5805	Bonus drop rate +25%												29																																																																	25			○										
5806	Bonus drop rate +26%												29																																																																	26			○										
5807	Bonus drop rate +27%												29																																																																	27			○										
5808	Bonus drop rate +28%												29																																																																	28			○										
5809	Bonus drop rate +29%												29																																																																	29			○										
5810	Bonus drop rate +30%												29																																																																	30			○										
5811	Reduces skill cast time by 1%									O			30		1	3	120																																																								1								○										
5812	Reduces skill cast time by 2%									O			30		1	3	115																																																								2								○										
5813	Reduces skill cast time by 3%									O			30		1	3	110																																																								3								○										
5814	Reduces skill cast time by 4%									O			30		1	4	240																																																								4								○	1	9	507							
5815	Reduces skill cast time by 5%									O			30		1	4	230																																																								5								○	10	19	507							
5816	Reduces skill cast time by 6%									O			30		1	4	220																																																								6								○	20	29	507							
5817	Reduces skill cast time by 7%												30																																																												7								○	30	39	507							
5818	Reduces skill cast time by 8%												30																																																												8								○	40	49	507							
5819	Reduces skill cast time by 9%												30																																																												9								○	50	59	507							
5820	Reduces skill cast time by 10%												30																																																												10								○	60	69	507							
5821	Reduces skill cast time by 11%												30																																																												11								○	70	79	507							
5822	Reduces skill cast time by 12%												30																																																												12								○	80	89	507							
5823	Reduces skill cast time by 13%												30																																																												13								○	90	99	507							
5824	Reduces skill cast time by 14%												30																																																												14								○	100	109	507							
5825	Reduces skill cast time by 15%												30																																																												15								○	110	120	507							
5826	Reduces skill cast time by 16%												30																																																												16								○										
5827	Reduces skill cast time by 17%												30																																																												17								○										
5828	Reduces skill cast time by 18%												30																																																												18								○										
5829	Reduces skill cast time by 19%												30																																																												19								○										
5830	Reduces skill cast time by 20%												30																																																												20								○										
5831	Reduces skill cast time by 21%												30																																																												21								○										
5832	Reduces skill cast time by 22%												30																																																												22								○										
5833	Reduces skill cast time by 23%												30																																																												23								○										
5834	Reduces skill cast time by 24%												30																																																												24								○										
5835	Reduces skill cast time by 25%												30																																																												25								○										
5836	Reduces skill cast time by 26%												30																																																												26								○										
5837	Reduces skill cast time by 27%												30																																																												27								○										
5838	Reduces skill cast time by 28%												30																																																												28								○										
5839	Reduces skill cast time by 29%												30																																																												29								○										
5840	Reduces skill cast time by 30%												30																																																												30								○										
5841	Reduces skill cooldown time by 1%					O							31		1	3	120																																																									1							○										
5842	Reduces skill cooldown time by 2%					O							31		1	3	115																																																									2							○										
5843	Reduces skill cooldown time by 3%					O							31		1	3	110																																																									3							○										
5844	Reduces skill cooldown time by 4%					O							31		1	4	240																																																									4							○										
5845	Reduces skill cooldown time by 5%					O							31		1	4	230																																																									5							○										
5846	Reduces skill cooldown time by 6%					O							31		1	4	220																																																									6							○										
5847	Reduces skill cooldown time by 7%												31																																																													7							○										
5848	Reduces skill cooldown time by 8%												31																																																													8							○										
5849	Reduces skill cooldown time by 9%												31																																																													9							○										
5850	Reduces skill cooldown time by 10%												31																																																													10							○										
5851	Reduces skill cooldown time by 11%												31																																																													11							○										
5852	Reduces skill cooldown time by 12%												31																																																													12							○										
5853	Reduces skill cooldown time by 13%												31																																																													13							○										
5854	Reduces skill cooldown time by 14%												31																																																													14							○										
5855	Reduces skill cooldown time by 15%												31																																																													15							○										
5856	Reduces skill cooldown time by 16%												31																																																													16							○										
5857	Reduces skill cooldown time by 17%												31																																																													17							○										
5858	Reduces skill cooldown time by 18%												31																																																													18							○										
5859	Reduces skill cooldown time by 19%												31																																																													19							○										
5860	Reduces skill cooldown time by 20%												31																																																													20							○										
5861	Reduces skill cooldown time by 21%												31																																																													21							○										
5862	Reduces skill cooldown time by 22%												31																																																													22							○										
5863	Reduces skill cooldown time by 23%												31																																																													23							○										
5864	Reduces skill cooldown time by 24%												31																																																													24							○										
5865	Reduces skill cooldown time by 25%												31																																																													25							○										
5866	Reduces skill cooldown time by 26%												31																																																													26							○										
5867	Reduces skill cooldown time by 27%												31																																																													27							○										
5868	Reduces skill cooldown time by 28%												31																																																													28							○										
5869	Reduces skill cooldown time by 29%												31																																																													29							○										
5870	Reduces skill cooldown time by 30%												31																																																													30							○										
5871	Ice Damage +1												32																			1																																																	○										
5872	Ice Damage +2												32																			2																																																	○										
5873	Ice Damage +3												32																			3																																																	○										
5874	Ice Damage +4												32																			4																																																	○										
5875	Ice Damage +5												32																			5																																																	○										
5876	Ice Damage +6												32																			6																																																	○										
5877	Ice Damage +7												32																			7																																																	○										
5878	Ice Damage +8												32																			8																																																	○										
5879	Ice Damage +9												32																			9																																																	○										
5880	Ice Damage +10												32																			10																																																	○										
5881	Ice Damage +11												32																			11																																																	○										
5882	Ice Damage +12												32																			12																																																	○										
5883	Ice Damage +13												32																			13																																																	○										
5884	Ice Damage +14												32																			14																																																	○										
5885	Ice Damage +15												32																			15																																																	○										
5886	Ice Damage +16												32																			16																																																	○										
5887	Ice Damage +17												32																			17																																																	○										
5888	Ice Damage +18												32																			18																																																	○										
5889	Ice Damage +19												32																			19																																																	○										
5890	Ice Damage +20												32																			20																																																	○										
5891	Ice Damage +21												32																			21																																																	○										
5892	Ice Damage +22												32																			22																																																	○										
5893	Ice Damage +23												32																			23																																																	○										
5894	Ice Damage +24												32																			24																																																	○										
5895	Ice Damage +25												32																			25																																																	○										
5896	Ice Damage +26												32																			26																																																	○										
5897	Ice Damage +27												32																			27																																																	○										
5898	Ice Damage +28												32																			28																																																	○										
5899	Ice Damage +29												32																			29																																																	○										
5900	Ice Damage +30												32																			30																																																	○										
5901	Lightning Damage +1												43																				1																																																○										
5902	Lightning Damage +2												43																				2																																																○										
5903	Lightning Damage +3												43																				3																																																○										
5904	Lightning Damage +4												43																				4																																																○										
5905	Lightning Damage +5												43																				5																																																○										
5906	Lightning Damage +6												43																				6																																																○										
5907	Lightning Damage +7												43																				7																																																○										
5908	Lightning Damage +8												43																				8																																																○										
5909	Lightning Damage +9												43																				9																																																○										
5910	Lightning Damage +10												43																				10																																																○										
5911	Lightning Damage +11												43																				11																																																○										
5912	Lightning Damage +12												43																				12																																																○										
5913	Lightning Damage +13												43																				13																																																○										
5914	Lightning Damage +14												43																				14																																																○										
5915	Lightning Damage +15												43																				15																																																○										
5916	Lightning Damage +16												43																				16																																																○										
5917	Lightning Damage +17												43																				17																																																○										
5918	Lightning Damage +18												43																				18																																																○										
5919	Lightning Damage +19												43																				19																																																○										
5920	Lightning Damage +20												43																				20																																																○										
5921	Lightning Damage +21												43																				21																																																○										
5922	Lightning Damage +22												43																				22																																																○										
5923	Lightning Damage +23												43																				23																																																○										
5924	Lightning Damage +24												43																				24																																																○										
5925	Lightning Damage +25												43																				25																																																○										
5926	Lightning Damage +26												43																				26																																																○										
5927	Lightning Damage +27												43																				27																																																○										
5928	Lightning Damage +28												43																				28																																																○										
5929	Lightning Damage +29												43																				29																																																○										
5930	Lightning Damage +30												43																				30																																																○										
5931	Poison Damage +1												44																		1																																																		○										
5932	Poison Damage +2												44																		2																																																		○										
5933	Poison Damage +3												44																		3																																																		○										
5934	Poison Damage +4												44																		4																																																		○										
5935	Poison Damage +5												44																		5																																																		○										
5936	Poison Damage +6												44																		6																																																		○										
5937	Poison Damage +7												44																		7																																																		○										
5938	Poison Damage +8												44																		8																																																		○										
5939	Poison Damage +9												44																		9																																																		○										
5940	Poison Damage +10												44																		10																																																		○										
5941	Poison Damage +11												44																		11																																																		○										
5942	Poison Damage +12												44																		12																																																		○										
5943	Poison Damage +13												44																		13																																																		○										
5944	Poison Damage +14												44																		14																																																		○										
5945	Poison Damage +15												44																		15																																																		○										
5946	Poison Damage +16												44																		16																																																		○										
5947	Poison Damage +17												44																		17																																																		○										
5948	Poison Damage +18												44																		18																																																		○										
5949	Poison Damage +19												44																		19																																																		○										
5950	Poison Damage +20												44																		20																																																		○										
5951	Poison Damage +21												44																		21																																																		○										
5952	Poison Damage +22												44																		22																																																		○										
5953	Poison Damage +23												44																		23																																																		○										
5954	Poison Damage +24												44																		24																																																		○										
5955	Poison Damage +25												44																		25																																																		○										
5956	Poison Damage +26												44																		26																																																		○										
5957	Poison Damage +27												44																		27																																																		○										
5958	Poison Damage +28												44																		28																																																		○										
5959	Poison Damage +29												44																		29																																																		○										
5960	Poison Damage +30												44																		30																																																		○										
5961	Ice Resistance +1%												45																																							1																													○										
5962	Ice Resistance +2%												45																																							2																													○										
5963	Ice Resistance +3%												45																																							3																													○										
5964	Ice Resistance +4%												45																																							4																													○										
5965	Ice Resistance +5%												45																																							5																													○										
5966	Ice Resistance +6%												45																																							6																													○										
5967	Ice Resistance +7%												45																																							7																													○										
5968	Ice Resistance +8%												45																																							8																													○										
5969	Ice Resistance +9%												45																																							9																													○										
5970	Ice Resistance +10%												45																																							10																													○										
5971	Ice Resistance +11%												45																																							11																													○										
5972	Ice Resistance +12%												45																																							12																													○										
5973	Ice Resistance +13%												45																																							13																													○										
5974	Ice Resistance +14%												45																																							14																													○										
5975	Ice Resistance +15%												45																																							15																													○										
5976	Ice Resistance +16%												45																																							16																													○										
5977	Ice Resistance +17%												45																																							17																													○										
5978	Ice Resistance +18%												45																																							18																													○										
5979	Ice Resistance +19%												45																																							19																													○										
5980	Ice Resistance +20%												45																																							20																													○										
5981	Ice Resistance +21%												45																																							21																													○										
5982	Ice Resistance +22%												45																																							22																													○										
5983	Ice Resistance +23%												45																																							23																													○										
5984	Ice Resistance +24%												45																																							24																													○										
5985	Ice Resistance +25%												45																																							25																													○										
5986	Ice Resistance +26%												45																																							26																													○										
5987	Ice Resistance +27%												45																																							27																													○										
5988	Ice Resistance +28%												45																																							28																													○										
5989	Ice Resistance +29%												45																																							29																													○										
5990	Ice Resistance +30%												45																																							30																													○										
5991	Lightning Resistance +1%												46																																								1																												○										
5992	Lightning Resistance +2%												46																																								2																												○										
5993	Lightning Resistance +3%												46																																								3																												○										
5994	Lightning Resistance +4%												46																																								4																												○										
5995	Lightning Resistance +5%												46																																								5																												○										
5996	Lightning Resistance +6%												46																																								6																												○										
5997	Lightning Resistance +7%												46																																								7																												○										
5998	Lightning Resistance +8%												46																																								8																												○										
5999	Lightning Resistance +9%												46																																								9																												○										
6000	Lightning Resistance +10%												46																																								10																												○										
6001	Lightning Resistance +11%												46																																								11																												○										
6002	Lightning Resistance +12%												46																																								12																												○										
6003	Lightning Resistance +13%												46																																								13																												○										
6004	Lightning Resistance +14%												46																																								14																												○										
6005	Lightning Resistance +15%												46																																								15																												○										
6006	Lightning Resistance +16%												46																																								16																												○										
6007	Lightning Resistance +17%												46																																								17																												○										
6008	Lightning Resistance +18%												46																																								18																												○										
6009	Lightning Resistance +19%												46																																								19																												○										
6010	Lightning Resistance +20%												46																																								20																												○										
6011	Lightning Resistance +21%												46																																								21																												○										
6012	Lightning Resistance +22%												46																																								22																												○										
6013	Lightning Resistance +23%												46																																								23																												○										
6014	Lightning Resistance +24%												46																																								24																												○										
6015	Lightning Resistance +25%												46																																								25																												○										
6016	Lightning Resistance +26%												46																																								26																												○										
6017	Lightning Resistance +27%												46																																								27																												○										
6018	Lightning Resistance +28%												46																																								28																												○										
6019	Lightning Resistance +29%												46																																								29																												○										
6020	Lightning Resistance +30%												46																																								30																												○										
6021	Poison Resistance +1%												47																																						1																														○										
6022	Poison Resistance +2%												47																																						2																														○										
6023	Poison Resistance +3%												47																																						3																														○										
6024	Poison Resistance +4%												47																																						4																														○										
6025	Poison Resistance +5%												47																																						5																														○										
6026	Poison Resistance +6%												47																																						6																														○										
6027	Poison Resistance +7%												47																																						7																														○										
6028	Poison Resistance +8%												47																																						8																														○										
6029	Poison Resistance +9%												47																																						9																														○										
6030	Poison Resistance +10%												47																																						10																														○										
6031	Poison Resistance +11%												47																																						11																														○										
6032	Poison Resistance +12%												47																																						12																														○										
6033	Poison Resistance +13%												47																																						13																														○										
6034	Poison Resistance +14%												47																																						14																														○										
6035	Poison Resistance +15%												47																																						15																														○										
6036	Poison Resistance +16%												47																																						16																														○										
6037	Poison Resistance +17%												47																																						17																														○										
6038	Poison Resistance +18%												47																																						18																														○										
6039	Poison Resistance +19%												47																																						19																														○										
6040	Poison Resistance +20%												47																																						20																														○										
6041	Poison Resistance +21%												47																																						21																														○										
6042	Poison Resistance +22%												47																																						22																														○										
6043	Poison Resistance +23%												47																																						23																														○										
6044	Poison Resistance +24%												47																																						24																														○										
6045	Poison Resistance +25%												47																																						25																														○										
6046	Poison Resistance +26%												47																																						26																														○										
6047	Poison Resistance +27%												47																																						27																														○										
6048	Poison Resistance +28%												47																																						28																														○										
6049	Poison Resistance +29%												47																																						29																														○										
6050	Poison Resistance +30%												47																																						30																														○										
6051	Fire Damage +1												48															1																																																					○										
6052	Fire Damage +2												48															2																																																					○										
6053	Fire Damage +3												48															3																																																					○										
6054	Fire Damage +4												48															4																																																					○										
6055	Fire Damage +5												48															5																																																					○										
6056	Fire Damage +6												48															6																																																					○										
6057	Fire Damage +7												48															7																																																					○										
6058	Fire Damage +8												48															8																																																					○										
6059	Fire Damage +9												48															9																																																					○										
6060	Fire Damage +10												48															10																																																					○										
6061	Fire Damage +11												48															11																																																					○										
6062	Fire Damage +12												48															12																																																					○										
6063	Fire Damage +13												48															13																																																					○										
6064	Fire Damage +14												48															14																																																					○										
