ID	tname	npcid list	npc name list	°øÅëÈ®·ü	°øÅë´ë»ç	¸»Ç³¼± ´ë»ç	Min_Time	Max_Time	¾Ç´ç 1´Ü°è ´ë»çÈ®·ü	¾Ç´ç 1´Ü°è ´ë»ç	¾Ç´ç 2´Ü°è ´ë»çÈ®·ü	¾Ç´ç 2´Ü°è ´ë»ç	¾Ç´ç 3´Ü°è ´ë»çÈ®·ü	¾Ç´ç 3´Ü°è ´ë»ç
					Tullan is far from glamorous. At first, I didn't like this fact, but the more travelers I met, the more I became attracted to the city. The dirtier a place is, the more it's worth cleaning up. The more barbaric a traveler is, the more it's necessary to make them attractive! Doesn't that sound right? Of course it does! It's the truth!					Tullan is far from glamorous. At first, I didn't like this fact, but the more travelers I met, the more I became attracted to the city. The dirtier a place is, the more it's worth cleaning up. The more barbaric a traveler is, the more it's necessary to make them attractive! Doesn't that sound right? Of course it does! It's the truth!		Tullan is far from glamorous. At first, I didn't like this fact, but the more travelers I met, the more I became attracted to the city. The dirtier a place is, the more it's worth cleaning up. The more barbaric a traveler is, the more it's necessary to make them attractive! Doesn't that sound right? Of course it does! It's the truth!		Tullan is far from glamorous. At first, I didn't like this fact, but the more travelers I met, the more I became attracted to the city. The dirtier a place is, the more it's worth cleaning up. The more barbaric a traveler is, the more it's necessary to make them attractive! Doesn't that sound right? Of course it does! It's the truth!
					I'm not originally from here. I'm from a small village you've probably never heard of. But with great hopes, I participated in the Stylist competition held here and was awarded the Encouragement Award. I was good enough to take first place, but was ousted by the people here who aren't friendly to foreigners. That's why I settled down here. I'm going to become one of them and take first place.					I'm not originally from here. I'm from a small village you've probably never heard of. But with great hopes, I participated in the Stylist competition held here and was awarded the Encouragement Award. I was good enough to take first place, but was ousted by the people here who aren't friendly to foreigners. That's why I settled down here. I'm going to become one of them and take first place.		I'm not originally from here. I'm from a small village you've probably never heard of. But with great hopes, I participated in the Stylist competition held here and was awarded the Encouragement Award. I was good enough to take first place, but was ousted by the people here who aren't friendly to foreigners. That's why I settled down here. I'm going to become one of them and take first place.		I'm not originally from here. I'm from a small village you've probably never heard of. But with great hopes, I participated in the Stylist competition held here and was awarded the Encouragement Award. I was good enough to take first place, but was ousted by the people here who aren't friendly to foreigners. That's why I settled down here. I'm going to become one of them and take first place.
					Fool. Do you think I'll let you use my shop when you've undergone metamorphosis? You're lucky I didn't slap you for showing up in such a shabby state. What were you thinking? Let me say again that you can't see a Stylist when you're in a state of metamorphosis!					Fool. Do you think I'll let you use my shop when you've undergone metamorphosis? You're lucky I didn't slap you for showing up in such a shabby state. What were you thinking? Let me say again that you can't see a Stylist when you're in a state of metamorphosis!		Fool. Do you think I'll let you use my shop when you've undergone metamorphosis? You're lucky I didn't slap you for showing up in such a shabby state. What were you thinking? Let me say again that you can't see a Stylist when you're in a state of metamorphosis!		Fool. Do you think I'll let you use my shop when you've undergone metamorphosis? You're lucky I didn't slap you for showing up in such a shabby state. What were you thinking? Let me say again that you can't see a Stylist when you're in a state of metamorphosis!
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
223	<Stylist> Powdell		<Stylist> Powdell	100	Orcs pay no attention to adorning themselves. I just don't understand them. I can only say that they have no idea how important it is for your looks to have a personality to go with it. That's why I came here and I'm working as a stylist. Would you like my help?				100	Orcs pay no attention to adorning themselves. I just don't understand them. I can only say that they have no idea how important it is for your looks to have a personality to go with it. That's why I came here and I'm working as a stylist. Would you like my help?	100	Orcs pay no attention to adorning themselves. I just don't understand them. I can only say that they have no idea how important it is for your looks to have a personality to go with it. That's why I came here and I'm working as a stylist. Would you like my help?	100	Orcs pay no attention to adorning themselves. I just don't understand them. I can only say that they have no idea how important it is for your looks to have a personality to go with it. That's why I came here and I'm working as a stylist. Would you like my help?
					I can't say I'm precise. An Elf shouldn't be like this? Do you think Elves are cast from the same mold or something? All Elves are different. You must think that all Orcs are ferocious and all Humans are wicked. If not, please don't discriminate against different races.					I can't say I'm precise. An Elf shouldn't be like this? Do you think Elves are cast from the same mold or something? All Elves are different. You must think that all Orcs are ferocious and all Humans are wicked. If not, please don't discriminate against different races.		I can't say I'm precise. An Elf shouldn't be like this? Do you think Elves are cast from the same mold or something? All Elves are different. You must think that all Orcs are ferocious and all Humans are wicked. If not, please don't discriminate against different races.		I can't say I'm precise. An Elf shouldn't be like this? Do you think Elves are cast from the same mold or something? All Elves are different. You must think that all Orcs are ferocious and all Humans are wicked. If not, please don't discriminate against different races.
					We Elves may be skilled stylists, but we're not powerful enough to work on a traveler who's in a state of metamorphosis. To put it simply, even the Elementals can't do that. It's impossible to work on someone who doesn't have their own image. Keep that in mind.					We Elves may be skilled stylists, but we're not powerful enough to work on a traveler who's in a state of metamorphosis. To put it simply, even the Elementals can't do that. It's impossible to work on someone who doesn't have their own image. Keep that in mind.		We Elves may be skilled stylists, but we're not powerful enough to work on a traveler who's in a state of metamorphosis. To put it simply, even the Elementals can't do that. It's impossible to work on someone who doesn't have their own image. Keep that in mind.		We Elves may be skilled stylists, but we're not powerful enough to work on a traveler who's in a state of metamorphosis. To put it simply, even the Elementals can't do that. It's impossible to work on someone who doesn't have their own image. Keep that in mind.
					You look like you're tired of traveling. Appearance is important, but so is a good heart. Let me tell you a funny story about a traveler who came to me not so long ago. He wanted to look very different from others so I used a stronger drug on him and ended up making him lose his hair. Do you think that's funny?					You look like you're tired of traveling. Appearance is important, but so is a good heart. Let me tell you a funny story about a traveler who came to me not so long ago. He wanted to look very different from others so I used a stronger drug on him and ended up making him lose his hair. Do you think that's funny?		You look like you're tired of traveling. Appearance is important, but so is a good heart. Let me tell you a funny story about a traveler who came to me not so long ago. He wanted to look very different from others so I used a stronger drug on him and ended up making him lose his hair. Do you think that's funny?		You look like you're tired of traveling. Appearance is important, but so is a good heart. Let me tell you a funny story about a traveler who came to me not so long ago. He wanted to look very different from others so I used a stronger drug on him and ended up making him lose his hair. Do you think that's funny?
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
224	<Stylist> Aicien		<Stylist> Aicien	100	Oh, my.. I don't like the look in your eyes. Travelers these days don't even have basic knowledge. What were you thinking? You get the best treatment from a Stylist, but you don't deserve it acting like that! Tsk, tsk... You need an entire fix-up for both your body and your mind.				100	Oh, my.. I don't like the look in your eyes. Travelers these days don't even have basic knowledge. What were you thinking? You get the best treatment from a Stylist, but you don't deserve it acting like that! Tsk, tsk... You need an entire fix-up for both your body and your mind.	100	Oh, my.. I don't like the look in your eyes. Travelers these days don't even have basic knowledge. What were you thinking? You get the best treatment from a Stylist, but you don't deserve it acting like that! Tsk, tsk... You need an entire fix-up for both your body and your mind.	100	Oh, my.. I don't like the look in your eyes. Travelers these days don't even have basic knowledge. What were you thinking? You get the best treatment from a Stylist, but you don't deserve it acting like that! Tsk, tsk... You need an entire fix-up for both your body and your mind.
					Fool! It's no use coming here when you're in a state of metamorphosis. I'm not being stubborn or saying this because I'm not good enough. You drank the metamorphosis potion and look like a monster. And you want me to adorn you with a tattoo? What are you thinking? Use your brains.					Fool! It's no use coming here when you're in a state of metamorphosis. I'm not being stubborn or saying this because I'm not good enough. You drank the metamorphosis potion and look like a monster. And you want me to adorn you with a tattoo? What are you thinking? Use your brains.		Fool! It's no use coming here when you're in a state of metamorphosis. I'm not being stubborn or saying this because I'm not good enough. You drank the metamorphosis potion and look like a monster. And you want me to adorn you with a tattoo? What are you thinking? Use your brains.		Fool! It's no use coming here when you're in a state of metamorphosis. I'm not being stubborn or saying this because I'm not good enough. You drank the metamorphosis potion and look like a monster. And you want me to adorn you with a tattoo? What are you thinking? Use your brains.
					Powdell in Golundo is my older sister. We used to compete against each other to see who was the better stylist, but as angry as it made me, she was acknowledged more for her skills. I simply could not accept that. So when she left the village, I followed her. I'm training myself now and then I'm going to prove once and for all that I'm better than her!					Powdell in Golundo is my older sister. We used to compete against each other to see who was the better stylist, but as angry as it made me, she was acknowledged more for her skills. I simply could not accept that. So when she left the village, I followed her. I'm training myself now and then I'm going to prove once and for all that I'm better than her!		Powdell in Golundo is my older sister. We used to compete against each other to see who was the better stylist, but as angry as it made me, she was acknowledged more for her skills. I simply could not accept that. So when she left the village, I followed her. I'm training myself now and then I'm going to prove once and for all that I'm better than her!		Powdell in Golundo is my older sister. We used to compete against each other to see who was the better stylist, but as angry as it made me, she was acknowledged more for her skills. I simply could not accept that. So when she left the village, I followed her. I'm training myself now and then I'm going to prove once and for all that I'm better than her!
					You want me to speak like an Elf and act accordingly? You're prejudiced. I know that a variety of things can happen when you meet many travelers. I'll act exactly as I please. So stop interfering and scram.					You want me to speak like an Elf and act accordingly? You're prejudiced. I know that a variety of things can happen when you meet many travelers. I'll act exactly as I please. So stop interfering and scram.		You want me to speak like an Elf and act accordingly? You're prejudiced. I know that a variety of things can happen when you meet many travelers. I'll act exactly as I please. So stop interfering and scram.		You want me to speak like an Elf and act accordingly? You're prejudiced. I know that a variety of things can happen when you meet many travelers. I'll act exactly as I please. So stop interfering and scram.
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
225	<Stylist> Domion		<Stylist> Domion	100	I don't want to brag, but I'm Domion and my name is synonymous with plastic surgery. It's because I'm the Stylist of Trilgard. I'm not any ordinary Stylist, but one that used to work next to the Great King. I work for travelers now, but keep that in mind.				100	I don't want to brag, but I'm Domion and my name is synonymous with plastic surgery. It's because I'm the Stylist of Trilgard. I'm not any ordinary Stylist, but one that used to work next to the Great King. I work for travelers now, but keep that in mind.	100	I don't want to brag, but I'm Domion and my name is synonymous with plastic surgery. It's because I'm the Stylist of Trilgard. I'm not any ordinary Stylist, but one that used to work next to the Great King. I work for travelers now, but keep that in mind.	100	I don't want to brag, but I'm Domion and my name is synonymous with plastic surgery. It's because I'm the Stylist of Trilgard. I'm not any ordinary Stylist, but one that used to work next to the Great King. I work for travelers now, but keep that in mind.
					I know it's unusual for an Elf to work for the King of the Orcs, but I'm very happy here. Although I still don't know why I was expelled from the palace and had to move here. If possible I want to keep doing this, Orcs have many aspects that grab the attention of a Stylist.					I know it's unusual for an Elf to work for the King of the Orcs, but I'm very happy here. Although I still don't know why I was expelled from the palace and had to move here. If possible I want to keep doing this, Orcs have many aspects that grab the attention of a Stylist.		I know it's unusual for an Elf to work for the King of the Orcs, but I'm very happy here. Although I still don't know why I was expelled from the palace and had to move here. If possible I want to keep doing this, Orcs have many aspects that grab the attention of a Stylist.		I know it's unusual for an Elf to work for the King of the Orcs, but I'm very happy here. Although I still don't know why I was expelled from the palace and had to move here. If possible I want to keep doing this, Orcs have many aspects that grab the attention of a Stylist.
					Orcs have rough skin and coarse hair, so it's not easy to change them using normal methods. In a way, they need something entirely different from us Elves. That creates many variables and makes research more fun and interesting. Oh, I don't experiment on travelers, so don't worry					Orcs have rough skin and coarse hair, so it's not easy to change them using normal methods. In a way, they need something entirely different from us Elves. That creates many variables and makes research more fun and interesting. Oh, I don't experiment on travelers, so don't worry		Orcs have rough skin and coarse hair, so it's not easy to change them using normal methods. In a way, they need something entirely different from us Elves. That creates many variables and makes research more fun and interesting. Oh, I don't experiment on travelers, so don't worry		Orcs have rough skin and coarse hair, so it's not easy to change them using normal methods. In a way, they need something entirely different from us Elves. That creates many variables and makes research more fun and interesting. Oh, I don't experiment on travelers, so don't worry
					I may love research, but I'm not foolish enough to attempt something that I consider impossible. For example, altering someone when they're in a state of metamorphosis. How could you do that when you're not your own self? A Stylist can do his/her job only when the traveler is in his/her original state.					I may love research, but I'm not foolish enough to attempt something that I consider impossible. For example, altering someone when they're in a state of metamorphosis. How could you do that when you're not your own self? A Stylist can do his/her job only when the traveler is in his/her original state.		I may love research, but I'm not foolish enough to attempt something that I consider impossible. For example, altering someone when they're in a state of metamorphosis. How could you do that when you're not your own self? A Stylist can do his/her job only when the traveler is in his/her original state.		I may love research, but I'm not foolish enough to attempt something that I consider impossible. For example, altering someone when they're in a state of metamorphosis. How could you do that when you're not your own self? A Stylist can do his/her job only when the traveler is in his/her original state.
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
226	<Nobleman> Biltmos		<Nobleman> Biltmos	100	I'm the richest man in the city next to His Majesty and I'm powerful enough to effect the economy of neighboring cities. That's why people show a form of respect whenever they see me. What? You have yet to see this? Impossible!				100	I'm the richest man in the city next to His Majesty and I'm powerful enough to effect the economy of neighboring cities. That's why people show a form of respect whenever they see me. What? You have yet to see this? Impossible!	100	I'm the richest man in the city next to His Majesty and I'm powerful enough to effect the economy of neighboring cities. That's why people show a form of respect whenever they see me. What? You have yet to see this? Impossible!	100	I'm the richest man in the city next to His Majesty and I'm powerful enough to effect the economy of neighboring cities. That's why people show a form of respect whenever they see me. What? You have yet to see this? Impossible!
					They say Tullan is not like it used to be. 'Chaos' is what they call this but a real rich man must know how to use such crisis. More riches will be available to those who have a good understanding of the situation. That's how I became rich, traveler. You watch and learn.					They say Tullan is not like it used to be. 'Chaos' is what they call this but a real rich man must know how to use such crisis. More riches will be available to those who have a good understanding of the situation. That's how I became rich, traveler. You watch and learn.		They say Tullan is not like it used to be. 'Chaos' is what they call this but a real rich man must know how to use such crisis. More riches will be available to those who have a good understanding of the situation. That's how I became rich, traveler. You watch and learn.		They say Tullan is not like it used to be. 'Chaos' is what they call this but a real rich man must know how to use such crisis. More riches will be available to those who have a good understanding of the situation. That's how I became rich, traveler. You watch and learn.
					There are quite a few citizens who resist noblemen. Are you one of them? As long as you live in a city, you must accept the difference between the rich and the poor. As much as we own, we live up to it and do our duties.					There are quite a few citizens who resist noblemen. Are you one of them? As long as you live in a city, you must accept the difference between the rich and the poor. As much as we own, we live up to it and do our duties.		There are quite a few citizens who resist noblemen. Are you one of them? As long as you live in a city, you must accept the difference between the rich and the poor. As much as we own, we live up to it and do our duties.		There are quite a few citizens who resist noblemen. Are you one of them? As long as you live in a city, you must accept the difference between the rich and the poor. As much as we own, we live up to it and do our duties.
					My younger brother, Cosmos, is also quite rich, but not as rich as I am. I've heard he's increased his wealth through various businesses, but a nobleman should never openly engage in commercial activities. I believe earning money in a carefree manner like myself is the way of a real nobleman.					My younger brother, Cosmos, is also quite rich, but not as rich as I am. I've heard he's increased his wealth through various businesses, but a nobleman should never openly engage in commercial activities. I believe earning money in a carefree manner like myself is the way of a real nobleman.		My younger brother, Cosmos, is also quite rich, but not as rich as I am. I've heard he's increased his wealth through various businesses, but a nobleman should never openly engage in commercial activities. I believe earning money in a carefree manner like myself is the way of a real nobleman.		My younger brother, Cosmos, is also quite rich, but not as rich as I am. I've heard he's increased his wealth through various businesses, but a nobleman should never openly engage in commercial activities. I believe earning money in a carefree manner like myself is the way of a real nobleman.
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
227	<Nobleman> Cosmos		<Nobleman> Cosmos	100	Oh, my.. It's so wrong to speak of this city without mentioning me. Don't you think so? I have this city's fortunes in my hands. Well, they say my brother is richer than I am, but I'm actually richer than him if you count potential wealth too. But I can't tell you what that is! Hahaha!				100	Oh, my.. It's so wrong to speak of this city without mentioning me. Don't you think so? I have this city's fortunes in my hands. Well, they say my brother is richer than I am, but I'm actually richer than him if you count potential wealth too. But I can't tell you what that is! Hahaha!	100	Oh, my.. It's so wrong to speak of this city without mentioning me. Don't you think so? I have this city's fortunes in my hands. Well, they say my brother is richer than I am, but I'm actually richer than him if you count potential wealth too. But I can't tell you what that is! Hahaha!	100	Oh, my.. It's so wrong to speak of this city without mentioning me. Don't you think so? I have this city's fortunes in my hands. Well, they say my brother is richer than I am, but I'm actually richer than him if you count potential wealth too. But I can't tell you what that is! Hahaha!
					I don't hate travelers, but I'm not happy about you approaching me. No, I don't feel threatened or anything, do you see the clothes I'm wearing? I need to take care of myself in order to look neat, but the dust that you bring is dirty. So please take a step back if you wish to talk to me.					I don't hate travelers, but I'm not happy about you approaching me. No, I don't feel threatened or anything, do you see the clothes I'm wearing? I need to take care of myself in order to look neat, but the dust that you bring is dirty. So please take a step back if you wish to talk to me.		I don't hate travelers, but I'm not happy about you approaching me. No, I don't feel threatened or anything, do you see the clothes I'm wearing? I need to take care of myself in order to look neat, but the dust that you bring is dirty. So please take a step back if you wish to talk to me.		I don't hate travelers, but I'm not happy about you approaching me. No, I don't feel threatened or anything, do you see the clothes I'm wearing? I need to take care of myself in order to look neat, but the dust that you bring is dirty. So please take a step back if you wish to talk to me.
					Don't the clothes I'm wearing make me look elegant? I don't dare stand near merchants at markets. Travelers like you...I guess are okay. People like you make my life richer. I guess I should consider you a future customer of mine.					Don't the clothes I'm wearing make me look elegant? I don't dare stand near merchants at markets. Travelers like you...I guess are okay. People like you make my life richer. I guess I should consider you a future customer of mine.		Don't the clothes I'm wearing make me look elegant? I don't dare stand near merchants at markets. Travelers like you...I guess are okay. People like you make my life richer. I guess I should consider you a future customer of mine.		Don't the clothes I'm wearing make me look elegant? I don't dare stand near merchants at markets. Travelers like you...I guess are okay. People like you make my life richer. I guess I should consider you a future customer of mine.
					I also travel far away once in a while. Of course, I go with my knights. Otherwise, I couldn't let my noble self onto the rough plains. If you think about the importance of my role in this city, you'll understand.					I also travel far away once in a while. Of course, I go with my knights. Otherwise, I couldn't let my noble self onto the rough plains. If you think about the importance of my role in this city, you'll understand.		I also travel far away once in a while. Of course, I go with my knights. Otherwise, I couldn't let my noble self onto the rough plains. If you think about the importance of my role in this city, you'll understand.		I also travel far away once in a while. Of course, I go with my knights. Otherwise, I couldn't let my noble self onto the rough plains. If you think about the importance of my role in this city, you'll understand.
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
228	<Hunter> Trigger		<Hunter> Trigger	100	Ahem. Why is a traveler bothering me? Go on and stop hassling me. Haven't you seen a hunter before? Do you want to say something to me? If you keep this up traveler I'm going to get very angry.				100	Ahem. Why is a traveler bothering me? Go on and stop hassling me. Haven't you seen a hunter before? Do you want to say something to me? If you keep this up traveler I'm going to get very angry.	100	Ahem. Why is a traveler bothering me? Go on and stop hassling me. Haven't you seen a hunter before? Do you want to say something to me? If you keep this up traveler I'm going to get very angry.	100	Ahem. Why is a traveler bothering me? Go on and stop hassling me. Haven't you seen a hunter before? Do you want to say something to me? If you keep this up traveler I'm going to get very angry.
					Whoa. I really don't know what I'm doing in this castle. I used to live in Redderhood, which is the home of us pride-filled hunters! But we can no longer call it our home after the monsters took it from us. Someday we'll get it back!					Whoa. I really don't know what I'm doing in this castle. I used to live in Redderhood, which is the home of us pride-filled hunters! But we can no longer call it our home after the monsters took it from us. Someday we'll get it back!		Whoa. I really don't know what I'm doing in this castle. I used to live in Redderhood, which is the home of us pride-filled hunters! But we can no longer call it our home after the monsters took it from us. Someday we'll get it back!		Whoa. I really don't know what I'm doing in this castle. I used to live in Redderhood, which is the home of us pride-filled hunters! But we can no longer call it our home after the monsters took it from us. Someday we'll get it back!
					Redderhood, the land of hunters. Village of hunters. It flourished while Radeus III was alive. But since Cadion II took the throne, things haven't been so good. Maybe it's because he's weak. Shhhhh... Don't say this anywhere else.					Redderhood, the land of hunters. Village of hunters. It flourished while Radeus III was alive. But since Cadion II took the throne, things haven't been so good. Maybe it's because he's weak. Shhhhh... Don't say this anywhere else.		Redderhood, the land of hunters. Village of hunters. It flourished while Radeus III was alive. But since Cadion II took the throne, things haven't been so good. Maybe it's because he's weak. Shhhhh... Don't say this anywhere else.		Redderhood, the land of hunters. Village of hunters. It flourished while Radeus III was alive. But since Cadion II took the throne, things haven't been so good. Maybe it's because he's weak. Shhhhh... Don't say this anywhere else.
					You lift your bow...and aim it at an animal's heart. It's a real thrill! But I haven't been able to experience such thrills since I left Redderhood. You can't freely hunt as you wish here. Oh, I wish that the Archlord would appear and create new hunting grounds.					You lift your bow...and aim it at an animal's heart. It's a real thrill! But I haven't been able to experience such thrills since I left Redderhood. You can't freely hunt as you wish here. Oh, I wish that the Archlord would appear and create new hunting grounds.		You lift your bow...and aim it at an animal's heart. It's a real thrill! But I haven't been able to experience such thrills since I left Redderhood. You can't freely hunt as you wish here. Oh, I wish that the Archlord would appear and create new hunting grounds.		You lift your bow...and aim it at an animal's heart. It's a real thrill! But I haven't been able to experience such thrills since I left Redderhood. You can't freely hunt as you wish here. Oh, I wish that the Archlord would appear and create new hunting grounds.
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
229	<Innkeeper> Badwell		<Innkeeper> Badwell	100	Hey, travelers are our friends. Welcome. Welcome! It's our policy here to receive new guests like regulars and regulars like new guests. It's a pleasure to meet someone great like you.				100	Hey, travelers are our friends. Welcome. Welcome! It's our policy here to receive new guests like regulars and regulars like new guests. It's a pleasure to meet someone great like you.	100	Hey, travelers are our friends. Welcome. Welcome! It's our policy here to receive new guests like regulars and regulars like new guests. It's a pleasure to meet someone great like you.	100	Hey, travelers are our friends. Welcome. Welcome! It's our policy here to receive new guests like regulars and regulars like new guests. It's a pleasure to meet someone great like you.
					They say I probably made a lot of money running this business, but the profit's neither good nor bad. But I continue this work because I can meet travelers. It's certainly not because I'm after their money.					They say I probably made a lot of money running this business, but the profit's neither good nor bad. But I continue this work because I can meet travelers. It's certainly not because I'm after their money.		They say I probably made a lot of money running this business, but the profit's neither good nor bad. But I continue this work because I can meet travelers. It's certainly not because I'm after their money.		They say I probably made a lot of money running this business, but the profit's neither good nor bad. But I continue this work because I can meet travelers. It's certainly not because I'm after their money.
					Some criticize me for kicking out those who eat and sleep here without paying. But I think they'd understand if they were in my shoes. I charge all travelers the same, so I'm just being fair.					Some criticize me for kicking out those who eat and sleep here without paying. But I think they'd understand if they were in my shoes. I charge all travelers the same, so I'm just being fair.		Some criticize me for kicking out those who eat and sleep here without paying. But I think they'd understand if they were in my shoes. I charge all travelers the same, so I'm just being fair.		Some criticize me for kicking out those who eat and sleep here without paying. But I think they'd understand if they were in my shoes. I charge all travelers the same, so I'm just being fair.
					I've been to different places, but I've never found an Inn that satisfies customers like mine does. I saw one in a MoonElf village once and seeing as they're not really our competitors, I copied their style. Recently, we've been having more and more MoonElves come here, so we're trying to incorporate more of their styles into the place.					I've been to different places, but I've never found an Inn that satisfies customers like mine does. I saw one in a MoonElf village once and seeing as they're not really our competitors, I copied their style. Recently, we've been having more and more MoonElves come here, so we're trying to incorporate more of their styles into the place.		I've been to different places, but I've never found an Inn that satisfies customers like mine does. I saw one in a MoonElf village once and seeing as they're not really our competitors, I copied their style. Recently, we've been having more and more MoonElves come here, so we're trying to incorporate more of their styles into the place.		I've been to different places, but I've never found an Inn that satisfies customers like mine does. I saw one in a MoonElf village once and seeing as they're not really our competitors, I copied their style. Recently, we've been having more and more MoonElves come here, so we're trying to incorporate more of their styles into the place.
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
230	<Summoner> Altman		<Summoner> Altman	100	The world is made up of different things. Sound, color, floating clouds, etc. But those are things we can see and feel. But what lies beyond what we can see and feel? Finding this out is what we summoners do. Do you wish to join us in our pursuit? By the way, you can take some time off with me. Just like the floating clouds and the flowing streams......				100	The world is made up of different things. Sound, color, floating clouds, etc. But those are things we can see and feel. But what lies beyond what we can see and feel? Finding this out is what we summoners do. Do you wish to join us in our pursuit? By the way, you can take some time off with me. Just like the floating clouds and the flowing streams......	100	The world is made up of different things. Sound, color, floating clouds, etc. But those are things we can see and feel. But what lies beyond what we can see and feel? Finding this out is what we summoners do. Do you wish to join us in our pursuit? By the way, you can take some time off with me. Just like the floating clouds and the flowing streams......	100	The world is made up of different things. Sound, color, floating clouds, etc. But those are things we can see and feel. But what lies beyond what we can see and feel? Finding this out is what we summoners do. Do you wish to join us in our pursuit? By the way, you can take some time off with me. Just like the floating clouds and the flowing streams......
					The art of summoning is just one of my abilities. I'm not so good to the point where I can show off my skills in front of others. But there are too many here in Tullan who strive to be the best in other fields that I'm good at. The only field in which I can really excel them is summoning. But there aren't many customers.					The art of summoning is just one of my abilities. I'm not so good to the point where I can show off my skills in front of others. But there are too many here in Tullan who strive to be the best in other fields that I'm good at. The only field in which I can really excel them is summoning. But there aren't many customers.		The art of summoning is just one of my abilities. I'm not so good to the point where I can show off my skills in front of others. But there are too many here in Tullan who strive to be the best in other fields that I'm good at. The only field in which I can really excel them is summoning. But there aren't many customers.		The art of summoning is just one of my abilities. I'm not so good to the point where I can show off my skills in front of others. But there are too many here in Tullan who strive to be the best in other fields that I'm good at. The only field in which I can really excel them is summoning. But there aren't many customers.
					Summoning is greatly influenced not only by mental processes, but also by magical powers and equipment. The equipment that I want is called the 'Link of Enchantment' and it costs a whopping 10 quadrillion gold!! It's unbelievably expensive, but they say it's molded once every 10 years. I'll have to save up a lot so I can buy it someday.					Summoning is greatly influenced not only by mental processes, but also by magical powers and equipment. The equipment that I want is called the 'Link of Enchantment' and it costs a whopping 10 quadrillion gold!! It's unbelievably expensive, but they say it's molded once every 10 years. I'll have to save up a lot so I can buy it someday.		Summoning is greatly influenced not only by mental processes, but also by magical powers and equipment. The equipment that I want is called the 'Link of Enchantment' and it costs a whopping 10 quadrillion gold!! It's unbelievably expensive, but they say it's molded once every 10 years. I'll have to save up a lot so I can buy it someday.		Summoning is greatly influenced not only by mental processes, but also by magical powers and equipment. The equipment that I want is called the 'Link of Enchantment' and it costs a whopping 10 quadrillion gold!! It's unbelievably expensive, but they say it's molded once every 10 years. I'll have to save up a lot so I can buy it someday.
					A summoner and an Elementalist are totally different. A summoner temporarily summons magic beings from another world and discharges that energy. But an Elementalist can make Elemental Beasts remain next to him, which is basically made by forming the Elementals. The power of summoning depends on the power of the magic being, but that of Elemental Beasts is accurately proportionate to the power of the Elementalist.					A summoner and an Elementalist are totally different. A summoner temporarily summons magic beings from another world and discharges that energy. But an Elementalist can make Elemental Beasts remain next to him, which is basically made by forming the Elementals. The power of summoning depends on the power of the magic being, but that of Elemental Beasts is accurately proportionate to the power of the Elementalist.		A summoner and an Elementalist are totally different. A summoner temporarily summons magic beings from another world and discharges that energy. But an Elementalist can make Elemental Beasts remain next to him, which is basically made by forming the Elementals. The power of summoning depends on the power of the magic being, but that of Elemental Beasts is accurately proportionate to the power of the Elementalist.		A summoner and an Elementalist are totally different. A summoner temporarily summons magic beings from another world and discharges that energy. But an Elementalist can make Elemental Beasts remain next to him, which is basically made by forming the Elementals. The power of summoning depends on the power of the magic being, but that of Elemental Beasts is accurately proportionate to the power of the Elementalist.
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
231	<Judge> Farianelle		<Judge> Farianelle	100	Everything is decided according to the wishes of the Elementals, so there's no use in rushing. Oh traveler, do you feel the energy when between the trees of Shinewood? Natures power flows through those woods.				100	Everything is decided according to the wishes of the Elementals, so there's no use in rushing. Oh traveler, do you feel the energy when between the trees of Shinewood? Natures power flows through those woods.	100	Everything is decided according to the wishes of the Elementals, so there's no use in rushing. Oh traveler, do you feel the energy when between the trees of Shinewood? Natures power flows through those woods.	100	Everything is decided according to the wishes of the Elementals, so there's no use in rushing. Oh traveler, do you feel the energy when between the trees of Shinewood? Natures power flows through those woods.
					Talking a lot results in making cloudy judgments. So don't talk to me anymore.					Talking a lot results in making cloudy judgments. So don't talk to me anymore.		Talking a lot results in making cloudy judgments. So don't talk to me anymore.		Talking a lot results in making cloudy judgments. So don't talk to me anymore.
					Can't you see I'm concentrating!?					Can't you see I'm concentrating!?		Can't you see I'm concentrating!?		Can't you see I'm concentrating!?
					Ellore and Shinewood have the full generosity of the Elementals.					Ellore and Shinewood have the full generosity of the Elementals.		Ellore and Shinewood have the full generosity of the Elementals.		Ellore and Shinewood have the full generosity of the Elementals.
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
